id,title,date
37692219,Deep and Transfer Learning Approaches for Automated Early Detection of Monkeypox (Mpox) Alongside Other Similar Skin Lesions and Their Classification.,2023-04-23
37293134,Deep learning based detection of monkeypox virus using skin lesion images.,2023-03-07
37178679,"Deep learning for Mpox: Advances, challenges, and opportunities.",2023-04-10
36624785,Deep transfer learning approaches for Monkeypox disease diagnosis.,2022-08-28
36463861,Defining antigen targets to dissect vaccinia virus and monkeypox virus-specific T cell responses in humans.,2022-09-04
37746504,Delayed Presentation of Acute Tonsillitis Due to Monkeypox in an Immunocompromised Patient: Unique Cause of a Common Disease.,2023-08-22
36742286,Delayed clearance of monkeypox virus in a patient with co infection with secondary syphilis.,2022-11-18
37599459,Delineating multi-epitopes vaccine designing from membrane protein CL5 against all monkeypox strains: a pangenome reverse vaccinology approach.,2023-08-21
36803073,Delivering a community-based monkeypox vaccination programme in partnership.,2023-05-02
37148071,"Dementia, Alzheimer, and Monkeypox: An Issue.",2023-05-08
37498796,"Demographic Disparities in Mpox Vaccination Series Completion, by Route of Vaccine Administration - California, August 9, 2022-March 31, 2023.",2023-07-31
37835073,Demographic and Clinical Characteristics of Mpox Patients Attending an STD Clinic in Lisbon.,2023-06-30
36695684,"Demographic and Clinical Characteristics of Mpox in Persons Who Had Previously Received 1 Dose of JYNNEOS Vaccine and in Unvaccinated Persons - 29 U.S. Jurisdictions, May 22-September 3, 2022.",2023-01-26
35785793,"Demographic and clinical characteristics of confirmed human monkeypox virus cases in individuals attending a sexual health centre in London, UK: an observational analysis.",2022-05-31
36979936,"Demographic, Epidemiologic, and Clinical Characteristics of Human Monkeypox Disease Pre- and Post-2022 Outbreaks: A Systematic Review and Meta-Analysis.",2023-01-10
36651283,"Demographic, clinical and microbiological characteristics of the first 30 human monkeypox confirmed cases attended in a tertiary hospital in Madrid (Spain), during the May-June 2022 international outbreak.",2023-01-19
36662397,"Demographics and Health Beliefs of Black Gay, Bisexual, and Other Sexual Minority Men Receiving a Mpox Vaccination in the United States.",2022-12-22
36481377,Demographics and disease associations of patients with mpox and recipients of mpox vaccine from safety net hospitals in New York City: A cross-sectional study.,2022-08-23
36179969,Dental practice implications during monkey pox outbreak: Ramifications of the lessons learnt from COVID-19 - Correspondence.,2022-09-10
36222743,Dermatoscopic features in monkeypox.,2022-08-28
36483224,Dermoscopic features of Monkeypox virus skin infection.,2022-09-15
36411147,Dermoscopic findings in human monkeypox infection.,2022-09-19
36152029,Dermoscopy as a supportive diagnostic tool in human monkeypox.,2022-07-11
36153690,Dermoscopy of monkeypox: Histopathology and clinical correlation.,2022-06-03
37884258,Description of mpox reinfection by whole genome sequencing.,2023-09-21
37349031,Description of the first global outbreak of mpox: an analysis of global surveillance data.,2022-12-02
36986317,Design and Optimization of a Monkeypox virus Specific Serological Assay.,2023-01-30
37677069,"Design and development of new inhibitors against breast cancer, Monkeypox and Marburg virus by modification of natural Fisetin via in silico and SAR studies.",2023-02-13
37589804,Design and validation of a laboratory-developed diagnostic assay for monkeypox virus.,2023-06-05
36331082,Design of a novel multiple epitope-based vaccine: an immunoinformatics approach to combat monkeypox.,2023-10-30
37154825,Design peptide and multi-epitope protein vaccine candidates against monkeypox virus using reverse vaccinology approach: an in-silico study.,2023-12-17
37547674,"Design, evaluation, and immune simulation of potentially universal multi-epitope mpox vaccine candidate: focus on DNA vaccine.",2023-04-10
36508944,Designing multi-epitope monkeypox virus-specific vaccine using immunoinformatics approach.,2022-09-19
36805155,"Designing of thiazolidinones against chicken pox, monkey pox, and hepatitis viruses: A computational approach.",2022-12-17
36265732,"Designing, characterization, and immune stimulation of a novel multi-epitopic peptide-based potential vaccine candidate against monkeypox virus through screening its whole genome encoded proteins: An immunoinformatics approach.",2022-07-21
36996865,Detecting mpox infection in the early epidemic: an epidemiologic investigation of the third and fourth cases in Korea.,2023-01-31
37347839,"Detecting, Quantifying, and Isolating Monkeypox Virus in Suspected Cases, Spain.",2023-06-26
37375488,Detection of Asymptomatic Mpox Carriers among High-Ri Men Who Have Sex with Men: A Prospective Analysis.,2023-04-03
36146656,Detection of Cetacean Poxvirus in Peruvian Common Bottlenose Dolphins (Tursiops truncatus) Using a Pan-Poxvirus PCR.,2022-07-28
37510135,Detection of Monkeypox Cases Based on Symptoms Using XGBoost and Shapley Additive Explanations Methods.,2023-06-15
37238256,Detection of Monkeypox Disease from Human Skin Images with a Hybrid Deep Learning Model.,2023-04-20
36476335,"Detection of Monkeypox Virus DNA in Airport Wastewater, Rome, Italy.",2022-12-09
36668911,Detection of Monkeypox Virus according to The Collection Site of Samples from Confirmed Cases: A Systematic Review.,2022-11-23
37183983,Detection of Monkeypox Virus in 2 Cases of Oral Sexually Transmitted Infection.,2023-05-15
37186931,"Detection of Monkeypox Virus in Anorectal Swabs From Asymptomatic Men Who Have Sex With Men in a Sexually Transmitted Infection Screening Program in Paris, France.",2023-05-17
37996921,Detection of monkeypox virus using helicase dependent amplification and recombinase polymerase amplification combined with lateral flow test.,2023-06-20
37295504,Detection of mpox using polymerase chain reaction from the skin and oropharynx over the course of infection: A prospective study.,2023-02-19
37486383,Detection of mpox virus in ambient air in a sexual health clinic.,2023-03-22
36466790,Detection of the peptidyl epitope for vaccine development against MPV.,2022-09-29
36164645,Detection of vaccine-derived poliovirus type 2 amid the burden of infectious diseases in the UK: A cause for alarm.,2022-09-12
37993690,Determination of seroprevalence and kinetics of humoral response using mpox virus A29 protein.,2023-01-02
36652758,Developing a multiepitope vaccine for the prevention of SARS-CoV-2 and monkeypox virus co-infection: A reverse vaccinology analysis.,2022-12-07
36298667,Development and Characterization of Recombinase-Based Isothermal Amplification Assays (RPA/RAA) for the Rapid Detection of Monkeypox Virus.,2022-08-15
35815416,"Development and deployment of tools for rapid response notification of Monkeypox exposure, exposure risk assessment and stratification, and symptom monitoring.",2022-07-12
36036367,Development and implementation of a clinical decision support system tool for the evaluation of suspected monkeypox infection.,2022-08-15
37890729,Development and validation of a highly specific in-house chemiluminescent-based serological assay for the detection of antibodies directed against the human monkeypox virus.,2023-08-17
37625622,Development and validation of a nanoplate-based digital PCR assay for absolute MPXV quantification.,2023-05-23
37212293,Development of a CRISPR/Cas12a-recombinase polymerase amplification assay for visual and highly specific identification of the Congo Basin and West African strains of mpox virus.,2023-03-27
36154444,Development of a Loop-Mediated Isothermal Amplification Method for Rapid and Visual Detection of Monkeypox Virus.,2022-09-27
37243206,"Development of a Multi-Epitope Universal mRNA Vaccine Candidate for Monkeypox, Smallpox, and Vaccinia Viruses: Design and In Silico Analyses.",2023-04-14
36680124,Development of a Novel Loop-Mediated Isothermal Amplification Method for the Rapid Detection of Monkeypox Virus Infections.,2022-12-01
36268226,Development of a high-sensitivity and short-duration fluorescence in situ hybridization method for viral mRNA detection in HEK 293T cells.,2022-06-03
37805977,Development of a novel serological assay for the detection of mpox infection in vaccinated populations.,2023-09-08
36592670,Development of a rapid image-based high-content imaging screening assay to evaluate therapeutic antibodies against the monkeypox virus.,2022-12-09
37744911,Development of a specific MPXV antigen detection immunodiagnostic assay.,2023-06-20
36221256,Development of an Accessible and Scalable Quantitative Polymerase Chain Reaction Assay for Monkeypox Virus Detection.,2022-08-05
36299420,Development of an amplicon-based sequencing approach in response to the global emergence of human monkeypox virus.,2022-10-28
37310918,Development of an amplicon-based sequencing approach in response to the global emergence of mpox.,2023-01-12
36680591,Development of highly accurate digital PCR method and reference material for monkeypox virus detection.,2022-10-07
36334727,Development of monoclonal antibody-based antigens detection assays for orthopoxvirus and monkeypox virus.,2022-10-25
36993967,Development of multi-epitope vaccines against the monkeypox virus based on envelope proteins using immunoinformatics approaches.,2022-11-30
36494078,Development of rapid nucleic acid assays based on the recombinant polymerase amplification for monkeypox virus.,2022-08-26
36406059,"Development of two multiplex real-time PCR assays for simultaneous detection and differentiation of monkeypox virus IIa, IIb, and I clades and the B.1 lineage.",2022-08-20
36737358,Diabetes mellitus: Lessons from COVID-19 for monkeypox infection.,2022-10-17
37634104,"Diagnosing Monkeypox: The ""Doughnut Pustule"" Debunked.",2023-08-28
37078655,Diagnosing viral encephalitis and emerging concepts.,2023-05-05
36117012,Diagnosis and Management of Monkeypox: A Review for the Emergency Clinician.,2022-05-24
36342045,Diagnosis and management of monkeypox in primary care.,2022-11-08
37504202,Diagnosis of Monkeypox Disease Using Transfer Learning and Binary Advanced Dipper Throated Optimization Algorithm.,2023-05-18
36395919,Diagnosis of Monkeypox infection: Validation of two diagnostic kits for viral detection using RT-PCR.,2022-09-06
36109000,Diagnosis of monkeypox virus - An overview.,2022-06-30
36409451,"Diagnosis, treatment, and prevention of monkeypox in children: an experts' consensus statement.",2022-06-29
36688279,"Diagnostic approach to monkeypox outbreak, a case-control study.",2023-04-05
36167184,Diagnostic considerations in suspected cases of monkeypox.,2022-08-14
38380414,Diagnostic dilemma of viral outbreaks in India in children: monkeypox or tomato flu?,2022-11-10
35704368,Diarrhea and monkeypox: a consideration.,2022-06-16
36461771,Diary of human monkeypox: Illustrations of the clinical course.,2022-09-28
37997069,Did anonymity in self-administered questionnaires improve disclosure of sensitive information during the 2022 mpox outbreak in England? An observational study.,2023-05-15
37827743,"Did mpox knowledge, attitudes and beliefs affect intended behaviour in the general population and men who are gay, bisexual and who have sex with men? An online cross-sectional survey in the UK.",2023-10-23
36822386,Differences in cycle threshold values in RT-PCR tests between children and adults with monkeypox: Results from a community-based cross-sectional study.,2023-02-14
37673695,Differences in pathogenicity among the mpox virus clades: impact on drug discovery and vaccine development.,2023-04-19
37106278,"Differential Diagnosis, Prevention, and Treatment of mpox (Monkeypox): A Review for Dermatologists.",2023-03-27
38047654,Direct metagenomic and amplicon-based Nanopore sequencing of French human monkeypox from clinical specimen.,2023-12-04
37080993,Discovery and structural characterization of monkeypox virus methyltransferase VP39 inhibitors reveal similarities to SARS-CoV-2 nsp14 methyltransferase.,2022-09-27
38034864,Discovery and genome characterization of six new orthoparamyxoviruses in small Belgian mammals.,2023-05-04
36560502,"Disease History, Pathogenesis, Diagnostics, and Therapeutics for Human Monkeypox Disease: A Comprehensive Review.",2022-11-08
38106428,"Disparate viral pandemics from COVID19 to monkeypox and beyond: a simple, effective and universal therapeutic approach hiding in plain sight.",2023-04-19
36941151,Disseminated Monkeypox Infection in a Kidney Transplant Recipient: A Case Report.,2023-01-20
36795540,Disseminated Neonatal Monkeypox Virus Infection: Case Report in Brazil.,2023-04-14
37519087,Disseminated and penile mpox with histopathologic correlation: Two separate case reports.,2023-05-18
36680365,Dissemination and Symptoms of Monkeypox Virus Infection.,2023-05-15
37710003,Distinct monkeypox virus lineages co-circulating in humans before 2022.,2023-01-13
36695517,Distinguishing monkeypox from its mimickers.,2022-12-11
37390509,"Disulfide-incorporated lipid prodrugs of cidofovir: Synthesis, antiviral activity, and release mechanism.",2023-02-07
36195806,Does an Intradermal Vaccination for Monkeypox Make Sense?,2022-09-19
35777384,Does it matter who is spreading monkeypox?,2022-06-01
36045234,Don't lose sight of monkeypox containment.,2022-08-31
37555801,Donor-derived infections in solid organ transplant recipients.,2023-09-11
36111984,Dory Flop Sign in Monkeypox: 2 Cases.,2022-09-17
36577096,Drug Sensitivity of Currently Circulating Mpox Viruses.,2022-12-29
36570327,Drug and Anti-Viral Peptide Design to Inhibit the Monkeypox Virus by Restricting A36R Protein.,2022-07-20
36946432,Drug repurposing for Mpox: Discovery of small molecules as potential inhibitors against DNA-dependent RNA polymerase using molecular modeling approach.,2023-02-28
36442658,"Drug screening against F13 protein, the target of tecovirimat, as potential therapies for monkeypox virus.",2022-11-07
37709783,Duration of humoral immunity from smallpox vaccination and its cross-reaction with Mpox virus.,2023-02-13
37097947,Dynamical analysis of monkeypox transmission incorporating optimal vaccination and treatment with cost-effectiveness.,2022-12-18
35723740,Dysphagia and Monkeypox: A Consideration.,2022-06-02
35916973,"Déjà vu All Over Again? Emergent Monkeypox, Delayed Responses, and Stigmatized Populations.",2022-07-07
36400066,Déjà vu all over again? Monkeypox and the urgent need for randomised controlled trials.,2022-09-15
36498930,E3 Ubiquitin Ligases: The Operators of the Ubiquitin Code That Regulates the RLR and cGAS-STING Pathways.,2022-09-27
37258914,EPIPOX: A Resource Facilitating Epitope-Vaccine Design Against Human Pathogenic Orthopoxviruses.,2023-06-02
35994726,"Early Estimates of Monkeypox Incubation Period, Generation Time, and Reproduction Number, Italy, May-June 2022.",2022-08-23
36952316,Early Experience With an Occupational JYNNEOS ( Orthopoxvirus ) Vaccination Program.,2023-06-05
36511919,Early Treatment Recommended for Patients With HIV and Monkeypox.,2022-12-13
38127878,Early administration of tecovirimat shortens the time to mpox clearance in a model of human infection.,2023-07-03
36342036,Early estimates of the incidence trend and the reproductive number of the monkeypox epidemic in Brazil.,2022-08-25
37336224,"Early evaluation of the safety, reactogenicity, and immune response after a single dose of modified vaccinia Ankara-Bavaria Nordic vaccine against mpox in children: a national outbreak response.",2023-01-10
35811294,"Early human judgment forecasts of human monkeypox, May 2022.",2022-06-02
36695663,Early use of tecovirimat in a young man with severe mpox skin lesions: a case report.,2022-12-23
37254698,Ecological study: MSM sex worker advertising amidst Monkeypox in three U.S. cities.,2023-04-16
36998632,Eczema Monkeypoxicum in a Female Patient With Atopic Dermatitis.,2023-01-24
36212897,Eczema monkeypoxicum: Report of monkeypox transmission in a patient with atopic dermatitis.,2022-10-10
36047039,Editorial: Current Status of Non-Endemic Global Infections with the Monkeypox Virus.,2022-09-01
37900315,"Editorial: Evolution, pathogenesis, host interactions and therapeutic strategies against monkeypox virus.",2023-09-28
37555063,Editorial: Pathogenic microbiology in West Africa.,2023-07-08
37113559,Editorial: Zoonotic emerging viral infectious diseases.,2023-03-27
36016363,Effect of Monkeypox Virus Preparation on the Lethality of the Intravenous Cynomolgus Macaque Model.,2022-07-06
36999223,Effect of prior immunisation with smallpox vaccine for protection against human Mpox: A systematic review.,2023-03-06
37306318,Effect of tecovirimat on healing time and viral clearance by emulation of a target trial in patients hospitalized for mpox.,2023-05-05
37553945,Effectiveness of Antiviral Drugs <em>versus</em> Vaccine against MPOX Virus Infection.,2022-10-02
37339074,"Effectiveness of JYNNEOS Vaccine Against Diagnosed Mpox Infection - New York, 2022.",2023-06-22
37733313,Effectiveness of Smallpox Vaccination to Prevent Mpox in Military Personnel.,2023-09-22
36924787,Effectiveness of one dose of MVA-BN smallpox vaccine against mpox in England using the case-coverage method: an observational study.,2022-12-01
37624623,"Efficacy and Safety of the Smallpox Vaccine for Postexposure Prophylaxis in Monkeypox: Protocol for an Open-Labeled, Single-Armed Study.",2023-03-03
35777702,Efficacy of biocidal agents and disinfectants against the monkeypox virus and other orthopoxviruses.,2022-06-08
35728695,"Efficacy of heat against the vaccinia virus, variola virus and monkeypox virus.",2022-06-14
36974695,Efficacy of smallpox approved tecovirimat (Tpoxx) drug against Monkeypox: current update and futuristic prospects.,2023-09-29
37087871,Efficacy of the modified vaccinia Ankara virus vaccine and the replication-competent vaccine ACAM2000 in monkeypox prevention.,2023-03-06
36394568,Efficient Inactivation of Monkeypox Virus by World Health Organization‒Recommended Hand Rub Formulations and Alcohols.,2022-11-18
37704363,Egocentric sexual network analysis among gay and bisexual men who have sex with men with and without mpox infection.,2023-06-17
38063784,Electrochemical Paper-Based Nanobiosensor for Rapid and Sensitive Detection of Monkeypox Virus.,2023-12-22
36252575,Electron microscopy images of monkeypox virus infection in 24-year-old man.,2022-08-19
36851498,Electrostatic Surface Potential as a Key Parameter in Virus Transmission and Evolution: How to Manage Future Virus Pandemics in the Post-COVID-19 Era.,2022-12-26
36174285,"Emergence and dissemination of monkeypox, an intimidating global public health problem.",2022-08-10
35752293,Emergence of monkeypox: Risk assessment and containment measures.,2022-05-25
36749539,Emergence of monkeypox: a worldwide public health crisis.,2022-11-20
37574113,Emergence of mpox in the post-smallpox era-a narrative review on mpox epidemiology.,2023-03-11
35872096,"Emergence potential of monkeypox in the Western Pacific Region, July 2022.",2022-06-20
36815201,"Emergence, phylogeography, and adaptive evolution of mpox virus.",2022-12-06
37131950,Emergency committee recommendations on mpox - what's next?,2023-05-04
37908793,Emergency department approach to monkeypox.,2023-08-18
38004630,Emerging Infectious Diseases Are Virulent Viruses-Are We Prepared? An Overview.,2023-09-01
36188444,Emerging Monkeypox virus and neuroinflammatory disorders.,2022-07-31
36586639,Emerging adjuvants for intradermal vaccination.,2022-08-29
37014316,Emerging evidence for poxvirus-mediated unfolded protein response: Lumpy skin disease virus maintains self-replication by activating PERK and IRE1 signaling.,2023-03-15
37153147,"Emerging evidence on Monkeypox: resurgence, global burden, molecular insights, genomics and possible management.",2022-12-30
37890950,"Emerging infectious diseases, focus on infection prevention, environmental survival and germicide susceptibility: SARS-CoV-2, Mpox, and Candida auris.",2023-02-14
36504935,Emerging monkeypox cases amid the ongoing COVID-19 pandemic in the Indian subcontinent: A probable healthcare challenge for South East Asia.,2022-10-10
37592723,Emerging pharmacological strategies for treating and preventing mpox.,2023-08-18
37554903,Emerging zoonotic diseases and COVID-19 pandemic: global Perspective and Indian Scenario.,2023-04-03
36867345,Encephalomyelitis in a patient with monkeypox: an unusual complication.,2022-10-03
36064097,Endoscopic and Histologic Assessment of Monkey Pox-associated Proctitis.,2022-08-24
37535344,Enhanced Mpox Outbreak Case Detection Among MHS Beneficiaries Through Use of ESSENCE.,2023-08-04
37574063,Enhanced detection of mpox virus in wastewater using a pre-amplification approach: A pilot study informing population-level monitoring of low-titer pathogens.,2023-03-29
35809857,"Enhanced surveillance of monkeypox in Bas-Uélé, Democratic Republic of Congo: the limitations of symptom-based case definitions.",2022-05-25
37809174,"Enhancing Nursing Care in Monkeypox (Mpox) Patients: Differential Diagnoses, Prevention Measures, and Therapeutic Interventions.",2023-08-04
36906792,Enhancing awareness to break the stigma among LGBTQ+ health care workers to curb monkeypox transmission: correspondence.,2023-01-03
37881051,Enhancing diagnostic accuracy in common human poxvirus infections during mpox outbreak: A dermoscopy review.,2023-09-17
38028712,Enhancing the use of natural killer cells as a promising therapy against monkeypox: Mechanisms and implications.,2023-07-25
36889752,Ensuring equitable access in lessons learnt from mpox.,2023-03-08
37798393,"Entropy-Driven, Integrative Bioinformatics Approaches Reveal the Recent Transmission of the Monkeypox Virus from Nigeria to Multiple Non-African Countries.",2023-01-09
35951009,"Environmental Persistence of Monkeypox Virus on Surfaces in Household of Person with Travel-Associated Infection, Dallas, Texas, USA, 2021.",2022-08-12
36687338,"Environmental Pollutants PM2.5, PM10, Nitrogen Dioxide (NO2), and Ozone (O3) Association with the Incidence of Monkeypox Cases in European Countries.",2022-08-23
36756631,"Environmental Surface Contamination With Monkeypox Virus in the Ambulatory Setting in Toronto, Canada.",2022-09-30
35982540,Environmental Testing of Surfaces in the Room of a Patient With Mpox.,2022-06-26
38179458,Environmental detection and spreading of mpox in healthcare settings: a narrative review.,2023-08-04
36729862,Environmental perspectives of monkeypox virus: correspondence.,2023-01-05
37095135,"Epidemiologic Characteristics of Mpox among People Experiencing Homelessness, Los Angeles County, California, USA, 2022.",2023-05-22
35820165,"Epidemiologic Features and Control Measures during Monkeypox Outbreak, Spain, June 2022.",2022-07-13
36355615,"Epidemiologic Features of the Monkeypox Outbreak and the Public Health Response - United States, May 17-October 6, 2022.",2022-11-10
36851124,Epidemiologic Situation of HIV and Monkeypox Coinfection: A Systematic Review.,2022-12-14
35951487,"Epidemiologic and Clinical Characteristics of Monkeypox Cases - United States, May 17-July 22, 2022.",2022-08-11
36331124,"Epidemiologic and Clinical Features of Children and Adolescents Aged <18 Years with Monkeypox - United States, May 17-September 24, 2022.",2022-11-04
37590262,"Epidemiologic and Clinical Features of Mpox in Adults Aged >50 Years - United States, May 2022-May 2023.",2023-08-21
36580418,"Epidemiologic and Clinical Features of Mpox in Transgender and Gender-Diverse Adults - United States, May-November 2022.",2022-12-29
37053126,"Epidemiologic and Clinical Features of Mpox-Associated Deaths - United States, May 10, 2022-March 7, 2023.",2023-04-17
36740013,Epidemiologic characteristics and clinical features of patients with monkeypox virus infection from a hospital in Peru between July and September 2022.,2022-10-16
36895541,Epidemiological Review on Monkeypox.,2023-02-05
36288008,Epidemiological Situation of Monkeypox Transmission by Possible Sexual Contact: A Systematic Review.,2022-07-29
36118592,"Epidemiological Trends of Human Monkeypox Cases in Northern, Southern, Western, and Eastern Regions in Europe: A Cross-Sectional Study.",2022-07-26
37373818,Epidemiological and Clinical Characteristics of Patients Admitted to a Secondary Hospital with Suspected MPOX Virus Infection: Is HIV Playing a Role?,2023-05-14
36542047,Epidemiological and clinical characteristics of monkeypox cases in Brazil in 2022: a cross-sectional study.,2022-10-24
37018817,Epidemiological and clinical characteristics of mpox cases: correspondence.,2023-04-07
37018818,Epidemiological and clinical characteristics of mpox cases: reply.,2023-04-07
36405887,Epidemiological and clinical characteristics of patients with human monkeypox infection in Mexico: a nationwide observational study.,2022-09-05
36216018,Epidemiological and clinical characteristics of patients with monkeypox in the GeoSentinel Network: a cross-sectional study.,2022-08-03
37881113,"Epidemiological characteristics, clinical manifestations, and mental health status of human mpox cases: A multicenter cross-sectional study in China.",2023-10-08
35692117,Epidemiological trends and clinical features of the ongoing monkeypox epidemic: A preliminary pooled data analysis and literature review.,2022-06-07
36839431,"Epidemiological, Clinical, and Virological Investigation of the First Four Cases of Monkeypox in Cartagena during the 2022 Outbreak.",2022-12-20
35656836,"Epidemiological, clinical and virological characteristics of four cases of monkeypox support transmission through sexual contact, Italy, May 2022.",2022-06-03
35960543,"Epidemiology of Early Monkeypox Virus Transmission in Sexual Networks of Gay and Bisexual Men, England, 2022.",2022-08-13
36656790,"Epidemiology of Human Mpox - Worldwide, 2018-2021.",2023-01-19
36684949,"Epidemiology of human Monkey-pox cases in Rivers State, Nigeria January 2017-June 2022.",2022-09-08
37820161,"Epidemiology of monkeypox notifications in the state of Minas Gerais, Brazil.",2022-01-11
36185896,"Epidemiology, Clinical Features, Diagnosis and Management of Monkeypox Virus: A Clinical Review Article.",2022-08-25
37213509,"Epidemiology, host range, and associated risk factors of monkeypox: an emerging global public health threat.",2023-02-07
36532347,Epidemiology-based analysis of the risks and elimination strategies of the monkeypox outbreak in 2022.,2022-10-08
37460354,Equitable global allocation of monkeypox vaccines.,2022-12-06
36094525,Erasing Shame in Sexuality.,2022-09-13
35797206,"Erratum: Vol. 71, No. 22: Use of JYNNEOS (Smallpox and Monkeypox Vaccine, Live, Nonreplicating) for Preexposure Vaccination of Persons at Risk for Occupational Exposure to Orthopoxviruses: Recommendations of the Advisory Committee on Immunization Practices - United States, 2022.",2022-07-07
36947462,Erythema and Induration after Mpox (JYNNEOS) Vaccination Revisited.,2023-04-14
36648134,Erythematous maculopapular rash in monkeypox virus infection: A retrospective case series of 30 patients.,2022-09-16
36174941,Esophageal Monkeypox lesion.,2022-08-05
37200229,"Estimated Effectiveness of JYNNEOS Vaccine in Preventing Mpox: A Multijurisdictional Case-Control Study - United States, August 19, 2022-March 31, 2023.",2023-05-22
36637825,"Estimated Testing, Tracing, and Vaccination Targets for Containment of the US Mpox Outbreak.",2023-01-13
37609557,Estimated health and economic impact of using high-dose influenza vaccine on respiratory and circulatory plus respiratory hospitalizations of older adults in Australia.,2023-04-26
37410383,"Estimated incubation period distributions of mpox using cases from two international European festivals and outbreaks in a club in Berlin, May to June 2022.",2023-07-10
35713026,"Estimated incubation period for monkeypox cases confirmed in the Netherlands, May 2022.",2022-06-17
37325911,"Estimates of mpox effective reproduction number in Spain, April-August 2022.",2023-07-21
36851347,Estimating the Global Spread of Epidemic Human Monkeypox with Bayesian Directed Acyclic Graphic Model.,2022-12-23
36495194,Estimating the size of the monkeypox virus outbreak in Nigeria and implications for global control.,2022-11-24
36029120,Estimating the undetected infections in the Monkeypox outbreak.,2022-08-22
38063085,"Estimation of Incubation Period of Mpox during 2022 Outbreak in Pereira, Colombia.",2023-12-22
36466896,Estimation of anti-orthopoxvirus immunity in Moscow residents and potential risks of spreading Monkeypox virus.,2022-08-19
35817231,Estimation of local transmissibility in the early phase of monkeypox epidemic in 2022.,2022-05-25
36254095,Estimation of monkeypox spread in a nonendemic country considering contact tracing and self-reporting: A stochastic modeling study.,2022-10-12
36271480,Estimation of the serial interval of monkeypox during the early outbreak in 2022.,2022-10-18
36370091,Evaluating the Accuracy of Self-Collected Swabs for the Diagnosis of Mpox.,2022-09-20
36983942,Evaluating the Immunogenicity and Safety of a Smallpox Vaccine to Monkeypox in Healthy Japanese Adults: A Single-Arm Study.,2023-01-13
38021866,Evaluating the Usefulness of a Large Language Model as a Wholesome Tool for De Novo Polymerase Chain Reaction (PCR) Primer Design.,2023-10-26
36134432,Evaluating the risk of transfusion and transplant-transmitted monkeypox infections.,2022-08-17
36603329,Evaluation and clinical validation of monkeypox (mpox) virus real-time PCR assays.,2022-11-02
37800627,Evaluation and comparison of immune responses induced by two Mpox mRNA vaccine candidates in mice.,2023-08-28
36271493,Evaluation and validation of an RT-PCR assay for specific detection of monkeypox virus (MPXV).,2022-10-11
36367010,"Evaluation of 11 commercially available PCR kits for the detection of monkeypox virus DNA, Berlin, July to September 2022.",2022-11-11
36963141,Evaluation of 16 molecular assays for the detection of orthopox and mpox viruses.,2022-11-20
36298782,Evaluation of Five Buffers for Inactivation of Monkeypox Virus and Feasibility of Virus Detection Using the Panther Fusion® Open Access System.,2022-09-24
36342755,Evaluation of Knowledge and Attitudes of Anesthesiology Specialists and Residents Toward Patients Infected with the Monkeypox Disease: A National Survey Study.,2022-11-08
37614259,Evaluation of Monkeypox as an Unrecognized Sexually Transmitted Disease: A Rare Case of Monkeypox Infection with HIV and Syphilis Coinfection.,2023-07-23
37415699,Evaluation of Monkeypox- and Vaccinia virus-neutralizing antibodies in human serum samples after vaccination and natural infection.,2023-03-28
37459174,"Evaluation of Mpox Knowledge, Stigma, and Willingness to Vaccinate for Mpox: Cross-Sectional Web-Based Survey Among Sexual and Gender Minorities.",2023-02-13
36423189,Evaluation of Rapid Dot-Immunoassay for Detection Orthopoxviruses Using Laboratory-Grown Viruses and Animal's Clinical Specimens.,2022-10-18
38140146,Evaluation of Smallpox Vaccination Coverage and Attitude towards Monkeypox Vaccination among Healthcare Workers in an Italian University Hospital.,2023-08-30
36146799,Evaluation of Virulence in Cynomolgus Macaques Using a Virus Preparation Enriched for the Extracellular Form of Monkeypox Virus.,2022-08-07
37474002,Evaluation of a Zoonotic Orthopoxvirus PCR Assay for the Detection of Mpox Virus Infection.,2023-02-04
37046567,Evaluation of a ddPCR Commercial Assay for the Absolute Quantification of the Monkeypox Virus West Africa in Clinical Samples.,2023-03-13
36911268,Evaluation of a health system's implementation of a monkeypox care model under the RE-AIM framework.,2022-09-11
36724696,Evaluation of differentially expressed genes during replication using gene expression landscape of monkeypox-infected MK2 cells: A bioinformatics and systems biology approach to understanding the genomic pattern of viral replication.,2022-10-31
37853310,Evaluation of human monkeypox knowledge and beliefs regarding emerging viral infections among healthcare workers.,2023-03-08
38077827,Evaluation of the diagnostic performance of a commercial molecular assay for the screening of suspected monkeypox cases in Sri Lanka.,2023-02-25
36916132,"Evidence of Mpox Virus Infection Among Persons Without Characteristic Lesions or Rash Presenting for First Dose of JYNNEOS Vaccine-District of Columbia, August 2022.",2023-01-04
35963267,Evidence of human-to-dog transmission of monkeypox virus.,2022-06-17
35775427,"Evidence of surface contamination in hospital rooms occupied by patients infected with monkeypox, Germany, June 2022.",2022-07-01
36906750,Evidence on the existence of sublineages of the current human monkeypox virus: time for in depth study.,2022-10-04
36992826,Evidence synthesis of Chinese medicine for monkeypox: Suggestions from other contagious pox-like viral diseases.,2023-01-05
36811248,Evolution and marker mutations in different clades of monkeypox virus.,2023-01-28
36590408,Evolution of monkeypox virus from 2017 to 2022: In the light of point mutations.,2022-09-06
36280003,Evolution of the orthopoxvirus core genome.,2022-07-20
