iso2,pageviews_ceil,project,year,month
EE,1000,ms.wikipedia,2022,2
LA,1000,ms.wikipedia,2022,2
HN,1000,ms.wikipedia,2022,2
JM,1000,ms.wikipedia,2022,2
GH,1000,ms.wikipedia,2022,2
CR,1000,ms.wikipedia,2022,2
LY,1000,ms.wikipedia,2022,2
AL,1000,ms.wikipedia,2022,2
UG,1000,ms.wikipedia,2022,2
CI,1000,ms.wikipedia,2022,2
PA,1000,ms.wikipedia,2022,2
TZ,1000,ms.wikipedia,2022,2
TG,1000,ms.wikipedia,2022,2
SO,1000,ms.wikipedia,2022,2
TM,1000,ms.wikipedia,2022,2
UY,1000,ms.wikipedia,2022,2
MK,1000,ms.wikipedia,2022,2
MV,1000,ms.wikipedia,2022,2
BJ,1000,ms.wikipedia,2022,2
SV,1000,ms.wikipedia,2022,2
CM,1000,ms.wikipedia,2022,2
NE,1000,ms.wikipedia,2022,2
RW,1000,ms.wikipedia,2022,2
GU,1000,ms.wikipedia,2022,2
PR,1000,ms.wikipedia,2022,2
NI,1000,ms.wikipedia,2022,2
MT,1000,ms.wikipedia,2022,2
SY,1000,ms.wikipedia,2022,2
FM,1000,ms.wikipedia,2022,2
AO,1000,ms.wikipedia,2022,2
IS,1000,ms.wikipedia,2022,2
MU,1000,ms.wikipedia,2022,2
PG,1000,ms.wikipedia,2022,2
PH,3655000,tl.wikipedia,2022,2
US,204000,tl.wikipedia,2022,2
IN,160000,tl.wikipedia,2022,2
RU,85000,tl.wikipedia,2022,2
--,66000,tl.wikipedia,2022,2
UZ,39000,tl.wikipedia,2022,2
DE,33000,tl.wikipedia,2022,2
PK,27000,tl.wikipedia,2022,2
KZ,26000,tl.wikipedia,2022,2
IR,25000,tl.wikipedia,2022,2
CA,25000,tl.wikipedia,2022,2
SG,22000,tl.wikipedia,2022,2
FR,21000,tl.wikipedia,2022,2
UA,18000,tl.wikipedia,2022,2
BY,18000,tl.wikipedia,2022,2
TW,15000,tl.wikipedia,2022,2
NL,14000,tl.wikipedia,2022,2
GB,11000,tl.wikipedia,2022,2
TJ,10000,tl.wikipedia,2022,2
AE,9000,tl.wikipedia,2022,2
SA,8000,tl.wikipedia,2022,2
GE,7000,tl.wikipedia,2022,2
JP,6000,tl.wikipedia,2022,2
ID,5000,tl.wikipedia,2022,2
MN,5000,tl.wikipedia,2022,2
HK,5000,tl.wikipedia,2022,2
KG,5000,tl.wikipedia,2022,2
AU,4000,tl.wikipedia,2022,2
IT,4000,tl.wikipedia,2022,2
VN,4000,tl.wikipedia,2022,2
FI,3000,tl.wikipedia,2022,2
ES,3000,tl.wikipedia,2022,2
PL,3000,tl.wikipedia,2022,2
QA,3000,tl.wikipedia,2022,2
AF,3000,tl.wikipedia,2022,2
NZ,2000,tl.wikipedia,2022,2
BR,2000,tl.wikipedia,2022,2
MY,2000,tl.wikipedia,2022,2
KR,2000,tl.wikipedia,2022,2
DK,2000,tl.wikipedia,2022,2
TR,2000,tl.wikipedia,2022,2
KW,2000,tl.wikipedia,2022,2
CN,2000,tl.wikipedia,2022,2
AZ,2000,tl.wikipedia,2022,2
TH,2000,tl.wikipedia,2022,2
IL,2000,tl.wikipedia,2022,2
ZA,2000,tl.wikipedia,2022,2
MD,1000,tl.wikipedia,2022,2
BH,1000,tl.wikipedia,2022,2
SE,1000,tl.wikipedia,2022,2
EG,1000,tl.wikipedia,2022,2
CH,1000,tl.wikipedia,2022,2
NO,1000,tl.wikipedia,2022,2
AM,1000,tl.wikipedia,2022,2
LK,1000,tl.wikipedia,2022,2
BD,1000,tl.wikipedia,2022,2
GR,1000,tl.wikipedia,2022,2
IE,1000,tl.wikipedia,2022,2
AT,1000,tl.wikipedia,2022,2
MM,1000,tl.wikipedia,2022,2
CZ,1000,tl.wikipedia,2022,2
PT,1000,tl.wikipedia,2022,2
MX,1000,tl.wikipedia,2022,2
LT,1000,tl.wikipedia,2022,2
NG,1000,tl.wikipedia,2022,2
RO,1000,tl.wikipedia,2022,2
OM,1000,tl.wikipedia,2022,2
MO,1000,tl.wikipedia,2022,2
GU,1000,tl.wikipedia,2022,2
SC,1000,tl.wikipedia,2022,2
KE,1000,tl.wikipedia,2022,2
MA,1000,tl.wikipedia,2022,2
CY,1000,tl.wikipedia,2022,2
ET,1000,tl.wikipedia,2022,2
BE,1000,tl.wikipedia,2022,2
LV,1000,tl.wikipedia,2022,2
CO,1000,tl.wikipedia,2022,2
IQ,1000,tl.wikipedia,2022,2
HU,1000,tl.wikipedia,2022,2
NE,1000,tl.wikipedia,2022,2
SI,1000,tl.wikipedia,2022,2
AR,1000,tl.wikipedia,2022,2
BG,1000,tl.wikipedia,2022,2
TM,1000,tl.wikipedia,2022,2
JO,1000,tl.wikipedia,2022,2
DZ,1000,tl.wikipedia,2022,2
LY,1000,tl.wikipedia,2022,2
CD,1000,tl.wikipedia,2022,2
FM,1000,tl.wikipedia,2022,2
BJ,1000,tl.wikipedia,2022,2
CL,1000,tl.wikipedia,2022,2
BN,1000,tl.wikipedia,2022,2
RS,1000,tl.wikipedia,2022,2
PE,1000,tl.wikipedia,2022,2
LB,1000,tl.wikipedia,2022,2
RW,1000,tl.wikipedia,2022,2
NP,1000,tl.wikipedia,2022,2
KH,1000,tl.wikipedia,2022,2
IS,1000,tl.wikipedia,2022,2
IN,1725000,gu.wikipedia,2022,2
US,103000,gu.wikipedia,2022,2
FR,18000,gu.wikipedia,2022,2
TR,13000,gu.wikipedia,2022,2
NL,12000,gu.wikipedia,2022,2
DE,8000,gu.wikipedia,2022,2
SG,8000,gu.wikipedia,2022,2
CA,8000,gu.wikipedia,2022,2
RU,6000,gu.wikipedia,2022,2
GB,5000,gu.wikipedia,2022,2
IR,4000,gu.wikipedia,2022,2
AU,4000,gu.wikipedia,2022,2
--,2000,gu.wikipedia,2022,2
JP,2000,gu.wikipedia,2022,2
PL,1000,gu.wikipedia,2022,2
BR,1000,gu.wikipedia,2022,2
UA,1000,gu.wikipedia,2022,2
IT,1000,gu.wikipedia,2022,2
HK,1000,gu.wikipedia,2022,2
ID,1000,gu.wikipedia,2022,2
ES,1000,gu.wikipedia,2022,2
VN,1000,gu.wikipedia,2022,2
FI,1000,gu.wikipedia,2022,2
CN,1000,gu.wikipedia,2022,2
KR,1000,gu.wikipedia,2022,2
AE,1000,gu.wikipedia,2022,2
DK,1000,gu.wikipedia,2022,2
GR,1000,gu.wikipedia,2022,2
CH,1000,gu.wikipedia,2022,2
NO,1000,gu.wikipedia,2022,2
SC,1000,gu.wikipedia,2022,2
KE,1000,gu.wikipedia,2022,2
LV,1000,gu.wikipedia,2022,2
SE,1000,gu.wikipedia,2022,2
RO,1000,gu.wikipedia,2022,2
MA,1000,gu.wikipedia,2022,2
CZ,1000,gu.wikipedia,2022,2
BD,1000,gu.wikipedia,2022,2
SI,1000,gu.wikipedia,2022,2
PT,1000,gu.wikipedia,2022,2
PK,1000,gu.wikipedia,2022,2
SA,1000,gu.wikipedia,2022,2
OM,1000,gu.wikipedia,2022,2
AT,1000,gu.wikipedia,2022,2
ZA,1000,gu.wikipedia,2022,2
MX,1000,gu.wikipedia,2022,2
IN,4603000,te.wikipedia,2022,2
US,232000,te.wikipedia,2022,2
RU,42000,te.wikipedia,2022,2
SG,26000,te.wikipedia,2022,2
TW,25000,te.wikipedia,2022,2
FR,22000,te.wikipedia,2022,2
NL,22000,te.wikipedia,2022,2
UZ,18000,te.wikipedia,2022,2
DE,17000,te.wikipedia,2022,2
CA,14000,te.wikipedia,2022,2
PK,14000,te.wikipedia,2022,2
IR,13000,te.wikipedia,2022,2
KZ,13000,te.wikipedia,2022,2
GB,11000,te.wikipedia,2022,2
UA,10000,te.wikipedia,2022,2
AU,9000,te.wikipedia,2022,2
BY,8000,te.wikipedia,2022,2
TJ,6000,te.wikipedia,2022,2
AE,5000,te.wikipedia,2022,2
NZ,4000,te.wikipedia,2022,2
ID,4000,te.wikipedia,2022,2
KW,4000,te.wikipedia,2022,2
GE,3000,te.wikipedia,2022,2
PH,3000,te.wikipedia,2022,2
--,3000,te.wikipedia,2022,2
MN,3000,te.wikipedia,2022,2
KG,3000,te.wikipedia,2022,2
IT,2000,te.wikipedia,2022,2
VN,2000,te.wikipedia,2022,2
PL,2000,te.wikipedia,2022,2
JP,2000,te.wikipedia,2022,2
QA,2000,te.wikipedia,2022,2
SA,2000,te.wikipedia,2022,2
BR,2000,te.wikipedia,2022,2
AF,2000,te.wikipedia,2022,2
BH,2000,te.wikipedia,2022,2
ES,2000,te.wikipedia,2022,2
MY,2000,te.wikipedia,2022,2
FI,2000,te.wikipedia,2022,2
TR,1000,te.wikipedia,2022,2
BD,1000,te.wikipedia,2022,2
OM,1000,te.wikipedia,2022,2
HK,1000,te.wikipedia,2022,2
CZ,1000,te.wikipedia,2022,2
SE,1000,te.wikipedia,2022,2
MU,1000,te.wikipedia,2022,2
GR,1000,te.wikipedia,2022,2
IE,1000,te.wikipedia,2022,2
AZ,1000,te.wikipedia,2022,2
LK,1000,te.wikipedia,2022,2
KR,1000,te.wikipedia,2022,2
DK,1000,te.wikipedia,2022,2
MD,1000,te.wikipedia,2022,2
NO,1000,te.wikipedia,2022,2
ZA,1000,te.wikipedia,2022,2
CH,1000,te.wikipedia,2022,2
CN,1000,te.wikipedia,2022,2
MM,1000,te.wikipedia,2022,2
EG,1000,te.wikipedia,2022,2
IL,1000,te.wikipedia,2022,2
KE,1000,te.wikipedia,2022,2
NG,1000,te.wikipedia,2022,2
AM,1000,te.wikipedia,2022,2
SC,1000,te.wikipedia,2022,2
NP,1000,te.wikipedia,2022,2
SI,1000,te.wikipedia,2022,2
LV,1000,te.wikipedia,2022,2
IQ,1000,te.wikipedia,2022,2
MA,1000,te.wikipedia,2022,2
RO,1000,te.wikipedia,2022,2
PT,1000,te.wikipedia,2022,2
TH,1000,te.wikipedia,2022,2
BE,1000,te.wikipedia,2022,2
AT,1000,te.wikipedia,2022,2
CO,1000,te.wikipedia,2022,2
NE,1000,te.wikipedia,2022,2
TM,1000,te.wikipedia,2022,2
MX,1000,te.wikipedia,2022,2
ET,1000,te.wikipedia,2022,2
BJ,1000,te.wikipedia,2022,2
ZM,1000,te.wikipedia,2022,2
CY,1000,te.wikipedia,2022,2
LT,1000,te.wikipedia,2022,2
FM,1000,te.wikipedia,2022,2
KZ,20975000,kk.wikipedia,2022,2
US,339000,kk.wikipedia,2022,2
RU,102000,kk.wikipedia,2022,2
UZ,75000,kk.wikipedia,2022,2
FR,62000,kk.wikipedia,2022,2
DE,46000,kk.wikipedia,2022,2
SG,43000,kk.wikipedia,2022,2
GB,41000,kk.wikipedia,2022,2
CA,30000,kk.wikipedia,2022,2
NL,29000,kk.wikipedia,2022,2
TR,26000,kk.wikipedia,2022,2
IR,24000,kk.wikipedia,2022,2
KG,19000,kk.wikipedia,2022,2
MN,12000,kk.wikipedia,2022,2
PL,10000,kk.wikipedia,2022,2
ID,8000,kk.wikipedia,2022,2
UA,7000,kk.wikipedia,2022,2
FI,7000,kk.wikipedia,2022,2
IN,6000,kk.wikipedia,2022,2
HU,6000,kk.wikipedia,2022,2
--,5000,kk.wikipedia,2022,2
BR,5000,kk.wikipedia,2022,2
IT,4000,kk.wikipedia,2022,2
JP,4000,kk.wikipedia,2022,2
KR,4000,kk.wikipedia,2022,2
HK,3000,kk.wikipedia,2022,2
CZ,3000,kk.wikipedia,2022,2
BG,3000,kk.wikipedia,2022,2
ES,3000,kk.wikipedia,2022,2
SA,2000,kk.wikipedia,2022,2
SE,2000,kk.wikipedia,2022,2
AU,2000,kk.wikipedia,2022,2
BY,2000,kk.wikipedia,2022,2
DK,2000,kk.wikipedia,2022,2
VN,2000,kk.wikipedia,2022,2
LU,2000,kk.wikipedia,2022,2
LV,1000,kk.wikipedia,2022,2
CH,1000,kk.wikipedia,2022,2
PA,1000,kk.wikipedia,2022,2
AE,1000,kk.wikipedia,2022,2
LT,1000,kk.wikipedia,2022,2
PT,1000,kk.wikipedia,2022,2
GR,1000,kk.wikipedia,2022,2
IL,1000,kk.wikipedia,2022,2
PK,1000,kk.wikipedia,2022,2
CN,1000,kk.wikipedia,2022,2
AZ,1000,kk.wikipedia,2022,2
TW,1000,kk.wikipedia,2022,2
RO,1000,kk.wikipedia,2022,2
AT,1000,kk.wikipedia,2022,2
NO,1000,kk.wikipedia,2022,2
IE,1000,kk.wikipedia,2022,2
EG,1000,kk.wikipedia,2022,2
BE,1000,kk.wikipedia,2022,2
TM,1000,kk.wikipedia,2022,2
EE,1000,kk.wikipedia,2022,2
TJ,1000,kk.wikipedia,2022,2
PH,1000,kk.wikipedia,2022,2
TH,1000,kk.wikipedia,2022,2
MY,1000,kk.wikipedia,2022,2
GE,1000,kk.wikipedia,2022,2
SK,1000,kk.wikipedia,2022,2
RS,1000,kk.wikipedia,2022,2
AM,1000,kk.wikipedia,2022,2
SI,1000,kk.wikipedia,2022,2
MD,1000,kk.wikipedia,2022,2
BD,1000,kk.wikipedia,2022,2
MA,1000,kk.wikipedia,2022,2
MX,1000,kk.wikipedia,2022,2
AR,1000,kk.wikipedia,2022,2
KE,1000,kk.wikipedia,2022,2
NZ,1000,kk.wikipedia,2022,2
HR,1000,kk.wikipedia,2022,2
SC,1000,kk.wikipedia,2022,2
CO,1000,kk.wikipedia,2022,2
JO,1000,kk.wikipedia,2022,2
ZA,1000,kk.wikipedia,2022,2
QA,1000,kk.wikipedia,2022,2
DZ,1000,kk.wikipedia,2022,2
NG,1000,kk.wikipedia,2022,2
CY,1000,kk.wikipedia,2022,2
PL,236303000,pl.wikipedia,2022,3
DE,4895000,pl.wikipedia,2022,3
GB,3779000,pl.wikipedia,2022,3
US,2533000,pl.wikipedia,2022,3
NL,1646000,pl.wikipedia,2022,3
FR,764000,pl.wikipedia,2022,3
NO,648000,pl.wikipedia,2022,3
IN,633000,pl.wikipedia,2022,3
RU,590000,pl.wikipedia,2022,3
SE,524000,pl.wikipedia,2022,3
IE,501000,pl.wikipedia,2022,3
CA,475000,pl.wikipedia,2022,3
AT,462000,pl.wikipedia,2022,3
BE,436000,pl.wikipedia,2022,3
IT,436000,pl.wikipedia,2022,3
ES,398000,pl.wikipedia,2022,3
CZ,377000,pl.wikipedia,2022,3
CH,357000,pl.wikipedia,2022,3
IR,339000,pl.wikipedia,2022,3
DK,312000,pl.wikipedia,2022,3
UA,254000,pl.wikipedia,2022,3
BR,215000,pl.wikipedia,2022,3
LT,181000,pl.wikipedia,2022,3
UZ,174000,pl.wikipedia,2022,3
TW,145000,pl.wikipedia,2022,3
BY,141000,pl.wikipedia,2022,3
IS,123000,pl.wikipedia,2022,3
FI,117000,pl.wikipedia,2022,3
KZ,115000,pl.wikipedia,2022,3
AU,103000,pl.wikipedia,2022,3
PK,103000,pl.wikipedia,2022,3
--,98000,pl.wikipedia,2022,3
HU,97000,pl.wikipedia,2022,3
SK,93000,pl.wikipedia,2022,3
JP,87000,pl.wikipedia,2022,3
SG,79000,pl.wikipedia,2022,3
PT,75000,pl.wikipedia,2022,3
TR,74000,pl.wikipedia,2022,3
GR,72000,pl.wikipedia,2022,3
RO,59000,pl.wikipedia,2022,3
ID,54000,pl.wikipedia,2022,3
MX,52000,pl.wikipedia,2022,3
IL,51000,pl.wikipedia,2022,3
GE,48000,pl.wikipedia,2022,3
LU,48000,pl.wikipedia,2022,3
EG,45000,pl.wikipedia,2022,3
BG,43000,pl.wikipedia,2022,3
AE,41000,pl.wikipedia,2022,3
TH,36000,pl.wikipedia,2022,3
LV,33000,pl.wikipedia,2022,3
HK,33000,pl.wikipedia,2022,3
TJ,33000,pl.wikipedia,2022,3
KR,32000,pl.wikipedia,2022,3
HR,32000,pl.wikipedia,2022,3
VN,31000,pl.wikipedia,2022,3
MT,29000,pl.wikipedia,2022,3
RS,28000,pl.wikipedia,2022,3
PH,28000,pl.wikipedia,2022,3
CY,27000,pl.wikipedia,2022,3
SI,25000,pl.wikipedia,2022,3
AR,24000,pl.wikipedia,2022,3
KG,22000,pl.wikipedia,2022,3
EE,22000,pl.wikipedia,2022,3
LK,21000,pl.wikipedia,2022,3
DO,20000,pl.wikipedia,2022,3
MY,19000,pl.wikipedia,2022,3
MN,19000,pl.wikipedia,2022,3
ZA,19000,pl.wikipedia,2022,3
CL,17000,pl.wikipedia,2022,3
CO,16000,pl.wikipedia,2022,3
BA,15000,pl.wikipedia,2022,3
NZ,14000,pl.wikipedia,2022,3
SA,14000,pl.wikipedia,2022,3
AL,12000,pl.wikipedia,2022,3
PE,12000,pl.wikipedia,2022,3
MA,12000,pl.wikipedia,2022,3
BD,12000,pl.wikipedia,2022,3
AF,11000,pl.wikipedia,2022,3
MD,11000,pl.wikipedia,2022,3
TZ,10000,pl.wikipedia,2022,3
JE,10000,pl.wikipedia,2022,3
IQ,10000,pl.wikipedia,2022,3
AZ,10000,pl.wikipedia,2022,3
JO,9000,pl.wikipedia,2022,3
EC,8000,pl.wikipedia,2022,3
MK,8000,pl.wikipedia,2022,3
KE,8000,pl.wikipedia,2022,3
NG,7000,pl.wikipedia,2022,3
CR,7000,pl.wikipedia,2022,3
OM,7000,pl.wikipedia,2022,3
AM,6000,pl.wikipedia,2022,3
MV,6000,pl.wikipedia,2022,3
LB,6000,pl.wikipedia,2022,3
DZ,6000,pl.wikipedia,2022,3
PA,5000,pl.wikipedia,2022,3
ME,5000,pl.wikipedia,2022,3
CV,4000,pl.wikipedia,2022,3
MM,4000,pl.wikipedia,2022,3
NP,4000,pl.wikipedia,2022,3
TN,4000,pl.wikipedia,2022,3
QA,4000,pl.wikipedia,2022,3
KH,4000,pl.wikipedia,2022,3
CU,4000,pl.wikipedia,2022,3
BH,4000,pl.wikipedia,2022,3
SC,4000,pl.wikipedia,2022,3
UY,4000,pl.wikipedia,2022,3
VE,4000,pl.wikipedia,2022,3
ET,3000,pl.wikipedia,2022,3
BO,3000,pl.wikipedia,2022,3
GT,3000,pl.wikipedia,2022,3
IM,3000,pl.wikipedia,2022,3
HN,3000,pl.wikipedia,2022,3
PY,3000,pl.wikipedia,2022,3
TM,3000,pl.wikipedia,2022,3
CN,3000,pl.wikipedia,2022,3
KW,2000,pl.wikipedia,2022,3
GH,2000,pl.wikipedia,2022,3
CW,2000,pl.wikipedia,2022,3
FO,2000,pl.wikipedia,2022,3
CI,2000,pl.wikipedia,2022,3
AD,2000,pl.wikipedia,2022,3
LY,2000,pl.wikipedia,2022,3
MU,2000,pl.wikipedia,2022,3
XK,2000,pl.wikipedia,2022,3
SN,2000,pl.wikipedia,2022,3
CM,2000,pl.wikipedia,2022,3
JM,2000,pl.wikipedia,2022,3
BJ,2000,pl.wikipedia,2022,3
UG,2000,pl.wikipedia,2022,3
ZM,2000,pl.wikipedia,2022,3
GD,2000,pl.wikipedia,2022,3
CD,2000,pl.wikipedia,2022,3
GG,2000,pl.wikipedia,2022,3
SV,2000,pl.wikipedia,2022,3
MZ,2000,pl.wikipedia,2022,3
NA,2000,pl.wikipedia,2022,3
VA,2000,pl.wikipedia,2022,3
NI,2000,pl.wikipedia,2022,3
GI,2000,pl.wikipedia,2022,3
GP,1000,pl.wikipedia,2022,3
TG,1000,pl.wikipedia,2022,3
SY,1000,pl.wikipedia,2022,3
AO,1000,pl.wikipedia,2022,3
RE,1000,pl.wikipedia,2022,3
PR,1000,pl.wikipedia,2022,3
PS,1000,pl.wikipedia,2022,3
LA,1000,pl.wikipedia,2022,3
MQ,1000,pl.wikipedia,2022,3
MO,1000,pl.wikipedia,2022,3
LI,1000,pl.wikipedia,2022,3
MC,1000,pl.wikipedia,2022,3
SD,1000,pl.wikipedia,2022,3
MG,1000,pl.wikipedia,2022,3
BS,1000,pl.wikipedia,2022,3
TT,1000,pl.wikipedia,2022,3
BN,1000,pl.wikipedia,2022,3
SO,1000,pl.wikipedia,2022,3
BB,1000,pl.wikipedia,2022,3
GM,1000,pl.wikipedia,2022,3
GL,1000,pl.wikipedia,2022,3
BT,1000,pl.wikipedia,2022,3
RW,1000,pl.wikipedia,2022,3
GA,1000,pl.wikipedia,2022,3
YE,1000,pl.wikipedia,2022,3
BF,1000,pl.wikipedia,2022,3
AX,1000,pl.wikipedia,2022,3
SM,1000,pl.wikipedia,2022,3
TC,1000,pl.wikipedia,2022,3
PG,1000,pl.wikipedia,2022,3
AW,1000,pl.wikipedia,2022,3
CF,1000,pl.wikipedia,2022,3
GF,1000,pl.wikipedia,2022,3
SX,1000,pl.wikipedia,2022,3
GN,1000,pl.wikipedia,2022,3
ML,1000,pl.wikipedia,2022,3
NE,1000,pl.wikipedia,2022,3
TD,1000,pl.wikipedia,2022,3
BZ,1000,pl.wikipedia,2022,3
GY,1000,pl.wikipedia,2022,3
BW,1000,pl.wikipedia,2022,3
SL,1000,pl.wikipedia,2022,3
HT,1000,pl.wikipedia,2022,3
GU,1000,pl.wikipedia,2022,3
ZW,1000,pl.wikipedia,2022,3
MR,1000,pl.wikipedia,2022,3
PF,1000,pl.wikipedia,2022,3
CG,1000,pl.wikipedia,2022,3
LC,1000,pl.wikipedia,2022,3
SS,1000,pl.wikipedia,2022,3
BL,1000,pl.wikipedia,2022,3
MW,1000,pl.wikipedia,2022,3
SR,1000,pl.wikipedia,2022,3
AG,1000,pl.wikipedia,2022,3
KY,1000,pl.wikipedia,2022,3
BQ,1000,pl.wikipedia,2022,3
MF,1000,pl.wikipedia,2022,3
SZ,1000,pl.wikipedia,2022,3
FJ,1000,pl.wikipedia,2022,3
DJ,1000,pl.wikipedia,2022,3
BI,1000,pl.wikipedia,2022,3
LR,1000,pl.wikipedia,2022,3
YT,1000,pl.wikipedia,2022,3
FR,484145000,fr.wikipedia,2022,3
CA,34420000,fr.wikipedia,2022,3
BE,31253000,fr.wikipedia,2022,3
CH,18684000,fr.wikipedia,2022,3
US,13800000,fr.wikipedia,2022,3
MA,13036000,fr.wikipedia,2022,3
DZ,10527000,fr.wikipedia,2022,3
DE,5489000,fr.wikipedia,2022,3
TN,5257000,fr.wikipedia,2022,3
CI,4958000,fr.wikipedia,2022,3
CD,4626000,fr.wikipedia,2022,3
RO,4301000,fr.wikipedia,2022,3
GB,3455000,fr.wikipedia,2022,3
CM,3345000,fr.wikipedia,2022,3
SN,3253000,fr.wikipedia,2022,3
ES,3171000,fr.wikipedia,2022,3
RE,2588000,fr.wikipedia,2022,3
IT,2558000,fr.wikipedia,2022,3
RU,2489000,fr.wikipedia,2022,3
HT,2452000,fr.wikipedia,2022,3
LU,1755000,fr.wikipedia,2022,3
MG,1645000,fr.wikipedia,2022,3
IR,1531000,fr.wikipedia,2022,3
BJ,1514000,fr.wikipedia,2022,3
NL,1476000,fr.wikipedia,2022,3
BF,1377000,fr.wikipedia,2022,3
GP,1219000,fr.wikipedia,2022,3
ML,1166000,fr.wikipedia,2022,3
IE,1114000,fr.wikipedia,2022,3
MQ,1105000,fr.wikipedia,2022,3
IN,1063000,fr.wikipedia,2022,3
GN,1063000,fr.wikipedia,2022,3
BR,1047000,fr.wikipedia,2022,3
GA,944000,fr.wikipedia,2022,3
PT,875000,fr.wikipedia,2022,3
JP,839000,fr.wikipedia,2022,3
TG,833000,fr.wikipedia,2022,3
DK,744000,fr.wikipedia,2022,3
PL,739000,fr.wikipedia,2022,3
SE,738000,fr.wikipedia,2022,3
NC,627000,fr.wikipedia,2022,3
LB,623000,fr.wikipedia,2022,3
PF,596000,fr.wikipedia,2022,3
TR,595000,fr.wikipedia,2022,3
IL,588000,fr.wikipedia,2022,3
MX,539000,fr.wikipedia,2022,3
GF,487000,fr.wikipedia,2022,3
CG,478000,fr.wikipedia,2022,3
NE,463000,fr.wikipedia,2022,3
AT,428000,fr.wikipedia,2022,3
--,421000,fr.wikipedia,2022,3
CZ,372000,fr.wikipedia,2022,3
GR,370000,fr.wikipedia,2022,3
MU,369000,fr.wikipedia,2022,3
AE,353000,fr.wikipedia,2022,3
SG,332000,fr.wikipedia,2022,3
EG,324000,fr.wikipedia,2022,3
TH,321000,fr.wikipedia,2022,3
AU,319000,fr.wikipedia,2022,3
KR,309000,fr.wikipedia,2022,3
VN,295000,fr.wikipedia,2022,3
TW,291000,fr.wikipedia,2022,3
NO,287000,fr.wikipedia,2022,3
TD,284000,fr.wikipedia,2022,3
FI,273000,fr.wikipedia,2022,3
BI,263000,fr.wikipedia,2022,3
HK,262000,fr.wikipedia,2022,3
MR,251000,fr.wikipedia,2022,3
CO,251000,fr.wikipedia,2022,3
AR,246000,fr.wikipedia,2022,3
HU,233000,fr.wikipedia,2022,3
MC,220000,fr.wikipedia,2022,3
YT,215000,fr.wikipedia,2022,3
DO,213000,fr.wikipedia,2022,3
NG,200000,fr.wikipedia,2022,3
ID,199000,fr.wikipedia,2022,3
UZ,197000,fr.wikipedia,2022,3
ZA,194000,fr.wikipedia,2022,3
UA,192000,fr.wikipedia,2022,3
CL,188000,fr.wikipedia,2022,3
BG,168000,fr.wikipedia,2022,3
DJ,160000,fr.wikipedia,2022,3
PK,156000,fr.wikipedia,2022,3
KZ,153000,fr.wikipedia,2022,3
RW,146000,fr.wikipedia,2022,3
RS,138000,fr.wikipedia,2022,3
BY,135000,fr.wikipedia,2022,3
SA,132000,fr.wikipedia,2022,3
PE,113000,fr.wikipedia,2022,3
PH,106000,fr.wikipedia,2022,3
KH,101000,fr.wikipedia,2022,3
SK,91000,fr.wikipedia,2022,3
GE,90000,fr.wikipedia,2022,3
CR,88000,fr.wikipedia,2022,3
KM,86000,fr.wikipedia,2022,3
HR,83000,fr.wikipedia,2022,3
GH,81000,fr.wikipedia,2022,3
QA,78000,fr.wikipedia,2022,3
NZ,76000,fr.wikipedia,2022,3
MY,76000,fr.wikipedia,2022,3
CF,75000,fr.wikipedia,2022,3
LT,73000,fr.wikipedia,2022,3
MD,72000,fr.wikipedia,2022,3
CY,70000,fr.wikipedia,2022,3
AO,69000,fr.wikipedia,2022,3
AD,68000,fr.wikipedia,2022,3
KE,65000,fr.wikipedia,2022,3
AL,63000,fr.wikipedia,2022,3
MT,61000,fr.wikipedia,2022,3
EE,59000,fr.wikipedia,2022,3
LV,55000,fr.wikipedia,2022,3
EC,52000,fr.wikipedia,2022,3
TZ,51000,fr.wikipedia,2022,3
SI,51000,fr.wikipedia,2022,3
LY,50000,fr.wikipedia,2022,3
JO,49000,fr.wikipedia,2022,3
AM,47000,fr.wikipedia,2022,3
IS,44000,fr.wikipedia,2022,3
MF,42000,fr.wikipedia,2022,3
UY,41000,fr.wikipedia,2022,3
UG,40000,fr.wikipedia,2022,3
BL,40000,fr.wikipedia,2022,3
BD,40000,fr.wikipedia,2022,3
IQ,39000,fr.wikipedia,2022,3
PM,38000,fr.wikipedia,2022,3
LK,37000,fr.wikipedia,2022,3
VE,37000,fr.wikipedia,2022,3
TJ,36000,fr.wikipedia,2022,3
PA,35000,fr.wikipedia,2022,3
BO,33000,fr.wikipedia,2022,3
AZ,31000,fr.wikipedia,2022,3
GT,31000,fr.wikipedia,2022,3
ET,31000,fr.wikipedia,2022,3
MK,28000,fr.wikipedia,2022,3
KG,27000,fr.wikipedia,2022,3
CV,27000,fr.wikipedia,2022,3
KW,26000,fr.wikipedia,2022,3
BA,26000,fr.wikipedia,2022,3
MN,24000,fr.wikipedia,2022,3
CU,23000,fr.wikipedia,2022,3
OM,23000,fr.wikipedia,2022,3
SC,23000,fr.wikipedia,2022,3
NP,20000,fr.wikipedia,2022,3
SV,20000,fr.wikipedia,2022,3
MZ,19000,fr.wikipedia,2022,3
ZM,19000,fr.wikipedia,2022,3
CN,18000,fr.wikipedia,2022,3
LA,18000,fr.wikipedia,2022,3
BH,18000,fr.wikipedia,2022,3
MV,17000,fr.wikipedia,2022,3
SY,17000,fr.wikipedia,2022,3
PY,16000,fr.wikipedia,2022,3
NI,16000,fr.wikipedia,2022,3
