country_long,iso2,project,page_id,page_title,pageviews_dp,date
Canada,CA,en.wikipedia,242702,Monkeypox,965,2022-06-30
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1829,2022-06-30
United States of America,US,en.wikipedia,39680623,Monkeypox virus,640,2022-06-30
United States of America,US,en.wikipedia,242702,Monkeypox,7498,2022-06-30
South Africa,ZA,en.wikipedia,242702,Monkeypox,589,2022-06-30
Canada,CA,en.wikipedia,242702,Monkeypox,953,2022-07-01
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1832,2022-07-01
United States of America,US,en.wikipedia,39680623,Monkeypox virus,540,2022-07-01
United States of America,US,en.wikipedia,242702,Monkeypox,7018,2022-07-01
Canada,CA,en.wikipedia,242702,Monkeypox,821,2022-07-02
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1519,2022-07-02
United States of America,US,en.wikipedia,39680623,Monkeypox virus,784,2022-07-02
United States of America,US,en.wikipedia,242702,Monkeypox,8445,2022-07-02
Canada,CA,en.wikipedia,242702,Monkeypox,771,2022-07-03
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1324,2022-07-03
United States of America,US,en.wikipedia,39680623,Monkeypox virus,492,2022-07-03
United States of America,US,en.wikipedia,242702,Monkeypox,5834,2022-07-03
Canada,CA,en.wikipedia,242702,Monkeypox,802,2022-07-04
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1295,2022-07-04
United States of America,US,en.wikipedia,242702,Monkeypox,5542,2022-07-04
Canada,CA,en.wikipedia,242702,Monkeypox,860,2022-07-05
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1065,2022-07-05
United States of America,US,en.wikipedia,242702,Monkeypox,5390,2022-07-05
Canada,CA,en.wikipedia,242702,Monkeypox,836,2022-07-06
United Kingdom,GB,en.wikipedia,242702,Monkeypox,983,2022-07-06
United States of America,US,en.wikipedia,242702,Monkeypox,6682,2022-07-06
Canada,CA,en.wikipedia,242702,Monkeypox,871,2022-07-07
United Kingdom,GB,en.wikipedia,242702,Monkeypox,848,2022-07-07
United States of America,US,en.wikipedia,39680623,Monkeypox virus,609,2022-07-07
United States of America,US,en.wikipedia,242702,Monkeypox,8510,2022-07-07
Canada,CA,en.wikipedia,242702,Monkeypox,723,2022-07-08
United Kingdom,GB,en.wikipedia,242702,Monkeypox,770,2022-07-08
United States of America,US,en.wikipedia,39680623,Monkeypox virus,602,2022-07-08
United States of America,US,en.wikipedia,242702,Monkeypox,9277,2022-07-08
Canada,CA,en.wikipedia,242702,Monkeypox,761,2022-07-09
United Kingdom,GB,en.wikipedia,242702,Monkeypox,689,2022-07-09
United States of America,US,en.wikipedia,39680623,Monkeypox virus,619,2022-07-09
United States of America,US,en.wikipedia,242702,Monkeypox,8032,2022-07-09
New Zealand,NZ,en.wikipedia,242702,Monkeypox,484,2022-07-09
Canada,CA,en.wikipedia,242702,Monkeypox,709,2022-07-10
United Kingdom,GB,en.wikipedia,242702,Monkeypox,658,2022-07-10
United States of America,US,en.wikipedia,39680623,Monkeypox virus,584,2022-07-10
United States of America,US,en.wikipedia,242702,Monkeypox,8123,2022-07-10
New Zealand,NZ,en.wikipedia,242702,Monkeypox,589,2022-07-10
Australia,AU,en.wikipedia,242702,Monkeypox,534,2022-07-11
Canada,CA,en.wikipedia,242702,Monkeypox,755,2022-07-11
United Kingdom,GB,en.wikipedia,242702,Monkeypox,676,2022-07-11
United States of America,US,en.wikipedia,39680623,Monkeypox virus,451,2022-07-11
United States of America,US,en.wikipedia,242702,Monkeypox,7281,2022-07-11
United States of America,US,en.wikipedia,39680623,Monkeypox virus,661,2022-07-12
United States of America,US,en.wikipedia,39680623,Monkeypox virus,519,2022-07-13
Canada,CA,en.wikipedia,242702,Monkeypox,1090,2022-07-14
United Kingdom,GB,en.wikipedia,242702,Monkeypox,907,2022-07-14
India,IN,en.wikipedia,242702,Monkeypox,2590,2022-07-14
United States of America,US,en.wikipedia,39680623,Monkeypox virus,658,2022-07-14
United States of America,US,en.wikipedia,242702,Monkeypox,10292,2022-07-14
Canada,CA,en.wikipedia,242702,Monkeypox,1083,2022-07-15
United Kingdom,GB,en.wikipedia,242702,Monkeypox,923,2022-07-15
India,IN,en.wikipedia,242702,Monkeypox,3595,2022-07-15
United States of America,US,en.wikipedia,39680623,Monkeypox virus,772,2022-07-15
United States of America,US,en.wikipedia,242702,Monkeypox,11117,2022-07-15
Canada,CA,en.wikipedia,242702,Monkeypox,847,2022-07-16
United Kingdom,GB,en.wikipedia,242702,Monkeypox,958,2022-07-16
India,IN,en.wikipedia,242702,Monkeypox,1657,2022-07-16
United States of America,US,en.wikipedia,39680623,Monkeypox virus,896,2022-07-16
United States of America,US,en.wikipedia,242702,Monkeypox,11036,2022-07-16
Canada,CA,en.wikipedia,242702,Monkeypox,667,2022-07-17
United Kingdom,GB,en.wikipedia,242702,Monkeypox,746,2022-07-17
India,IN,en.wikipedia,242702,Monkeypox,1122,2022-07-17
United States of America,US,en.wikipedia,39680623,Monkeypox virus,662,2022-07-17
United States of America,US,en.wikipedia,242702,Monkeypox,10593,2022-07-17
Canada,CA,en.wikipedia,242702,Monkeypox,1105,2022-07-18
United Kingdom,GB,en.wikipedia,242702,Monkeypox,886,2022-07-18
India,IN,en.wikipedia,242702,Monkeypox,2108,2022-07-18
United States of America,US,en.wikipedia,39680623,Monkeypox virus,961,2022-07-18
United States of America,US,en.wikipedia,242702,Monkeypox,13710,2022-07-18
Canada,CA,en.wikipedia,242702,Monkeypox,999,2022-07-19
Germany,DE,en.wikipedia,242702,Monkeypox,503,2022-07-19
United Kingdom,GB,en.wikipedia,242702,Monkeypox,827,2022-07-19
India,IN,en.wikipedia,242702,Monkeypox,1665,2022-07-19
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1654,2022-07-19
United States of America,US,en.wikipedia,242702,Monkeypox,12957,2022-07-19
United States of America,US,en.wikipedia,39680623,Monkeypox virus,783,2022-07-20
Australia,AU,en.wikipedia,242702,Monkeypox,497,2022-07-21
Canada,CA,en.wikipedia,242702,Monkeypox,978,2022-07-21
United Kingdom,GB,en.wikipedia,242702,Monkeypox,912,2022-07-21
India,IN,en.wikipedia,242702,Monkeypox,868,2022-07-21
United States of America,US,en.wikipedia,39680623,Monkeypox virus,862,2022-07-21
United States of America,US,en.wikipedia,242702,Monkeypox,11607,2022-07-21
Canada,CA,en.wikipedia,242702,Monkeypox,1052,2022-07-22
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1139,2022-07-22
India,IN,en.wikipedia,242702,Monkeypox,1220,2022-07-22
United States of America,US,en.wikipedia,39680623,Monkeypox virus,660,2022-07-22
United States of America,US,en.wikipedia,242702,Monkeypox,10393,2022-07-22
Canada,CA,en.wikipedia,39680623,Monkeypox virus,658,2022-07-23
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,910,2022-07-23
India,IN,en.wikipedia,39680623,Monkeypox virus,587,2022-07-23
Sweden,SE,en.wikipedia,39680623,Monkeypox virus,726,2022-07-23
United States of America,US,en.wikipedia,39680623,Monkeypox virus,3019,2022-07-23
Canada,CA,en.wikipedia,39680623,Monkeypox virus,567,2022-07-24
India,IN,en.wikipedia,39680623,Monkeypox virus,1355,2022-07-24
United States of America,US,en.wikipedia,39680623,Monkeypox virus,2945,2022-07-24
Canada,CA,en.wikipedia,39680623,Monkeypox virus,456,2022-07-25
India,IN,en.wikipedia,39680623,Monkeypox virus,865,2022-07-25
Japan,JP,en.wikipedia,39680623,Monkeypox virus,1087,2022-07-25
United States of America,US,en.wikipedia,39680623,Monkeypox virus,2450,2022-07-25
India,IN,en.wikipedia,39680623,Monkeypox virus,612,2022-07-26
Japan,JP,en.wikipedia,39680623,Monkeypox virus,461,2022-07-26
United States of America,US,en.wikipedia,39680623,Monkeypox virus,2311,2022-07-26
Australia,AU,en.wikipedia,242702,Monkeypox,1554,2022-07-27
Canada,CA,en.wikipedia,242702,Monkeypox,2971,2022-07-27
Germany,DE,en.wikipedia,242702,Monkeypox,613,2022-07-27
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1638,2022-07-27
India,IN,en.wikipedia,39680623,Monkeypox virus,575,2022-07-27
India,IN,en.wikipedia,242702,Monkeypox,4001,2022-07-27
United States of America,US,en.wikipedia,39680623,Monkeypox virus,2108,2022-07-27
United States of America,US,en.wikipedia,242702,Monkeypox,28595,2022-07-27
Singapore,SG,en.wikipedia,242702,Monkeypox,566,2022-07-27
Australia,AU,en.wikipedia,242702,Monkeypox,2158,2022-07-28
Canada,CA,en.wikipedia,242702,Monkeypox,3649,2022-07-28
Germany,DE,en.wikipedia,242702,Monkeypox,524,2022-07-28
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1084,2022-07-28
India,IN,en.wikipedia,39680623,Monkeypox virus,485,2022-07-28
India,IN,en.wikipedia,242702,Monkeypox,3072,2022-07-28
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1975,2022-07-28
United States of America,US,en.wikipedia,242702,Monkeypox,29005,2022-07-28
Australia,AU,en.wikipedia,242702,Monkeypox,1403,2022-07-29
Canada,CA,en.wikipedia,242702,Monkeypox,2470,2022-07-29
Germany,DE,en.wikipedia,242702,Monkeypox,558,2022-07-29
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1433,2022-07-29
India,IN,en.wikipedia,242702,Monkeypox,2254,2022-07-29
Philippines,PH,en.wikipedia,242702,Monkeypox,3993,2022-07-29
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,586,2022-07-29
United States of America,US,en.wikipedia,39680623,Monkeypox virus,2263,2022-07-29
United States of America,US,en.wikipedia,242702,Monkeypox,37445,2022-07-29
Australia,AU,en.wikipedia,242702,Monkeypox,1298,2022-07-30
Canada,CA,en.wikipedia,242702,Monkeypox,2536,2022-07-30
Germany,DE,en.wikipedia,242702,Monkeypox,559,2022-07-30
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1732,2022-07-30
India,IN,en.wikipedia,242702,Monkeypox,1929,2022-07-30
Philippines,PH,en.wikipedia,242702,Monkeypox,2090,2022-07-30
United States of America,US,en.wikipedia,39680623,Monkeypox virus,2228,2022-07-30
United States of America,US,en.wikipedia,242702,Monkeypox,41281,2022-07-30
Australia,AU,en.wikipedia,242702,Monkeypox,1292,2022-07-31
Canada,CA,en.wikipedia,242702,Monkeypox,2644,2022-07-31
Germany,DE,en.wikipedia,242702,Monkeypox,559,2022-07-31
United Kingdom,GB,en.wikipedia,242702,Monkeypox,2294,2022-07-31
India,IN,en.wikipedia,39680623,Monkeypox virus,463,2022-07-31
India,IN,en.wikipedia,242702,Monkeypox,2069,2022-07-31
Philippines,PH,en.wikipedia,242702,Monkeypox,1156,2022-07-31
United States of America,US,en.wikipedia,39680623,Monkeypox virus,2267,2022-07-31
United States of America,US,en.wikipedia,242702,Monkeypox,43241,2022-07-31
Australia,AU,en.wikipedia,242702,Monkeypox,1177,2022-08-01
Canada,CA,en.wikipedia,242702,Monkeypox,2769,2022-08-01
Germany,DE,en.wikipedia,242702,Monkeypox,608,2022-08-01
United Kingdom,GB,en.wikipedia,242702,Monkeypox,2020,2022-08-01
India,IN,en.wikipedia,39680623,Monkeypox virus,577,2022-08-01
India,IN,en.wikipedia,242702,Monkeypox,3246,2022-08-01
Philippines,PH,en.wikipedia,242702,Monkeypox,916,2022-08-01
United States of America,US,en.wikipedia,39680623,Monkeypox virus,2252,2022-08-01
United States of America,US,en.wikipedia,242702,Monkeypox,45191,2022-08-01
India,IN,en.wikipedia,39680623,Monkeypox virus,574,2022-08-02
United States of America,US,en.wikipedia,39680623,Monkeypox virus,3322,2022-08-02
United States of America,US,en.wikipedia,39680623,Monkeypox virus,2088,2022-08-03
United States of America,US,en.wikipedia,39680623,Monkeypox virus,2806,2022-08-04
United States of America,US,en.wikipedia,39680623,Monkeypox virus,2831,2022-08-05
Australia,AU,en.wikipedia,242702,Monkeypox,1443,2022-08-06
Canada,CA,en.wikipedia,242702,Monkeypox,2144,2022-08-06
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1946,2022-08-06
India,IN,en.wikipedia,242702,Monkeypox,1522,2022-08-06
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1465,2022-08-06
United States of America,US,en.wikipedia,242702,Monkeypox,36315,2022-08-06
Australia,AU,en.wikipedia,242702,Monkeypox,1201,2022-08-07
Canada,CA,en.wikipedia,242702,Monkeypox,1610,2022-08-07
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1584,2022-08-07
India,IN,en.wikipedia,242702,Monkeypox,1415,2022-08-07
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1190,2022-08-07
United States of America,US,en.wikipedia,242702,Monkeypox,26014,2022-08-07
Australia,AU,en.wikipedia,242702,Monkeypox,1340,2022-08-08
Canada,CA,en.wikipedia,242702,Monkeypox,1668,2022-08-08
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1463,2022-08-08
India,IN,en.wikipedia,242702,Monkeypox,1379,2022-08-08
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1306,2022-08-08
United States of America,US,en.wikipedia,242702,Monkeypox,24638,2022-08-08
Australia,AU,en.wikipedia,242702,Monkeypox,1008,2022-08-09
Canada,CA,en.wikipedia,242702,Monkeypox,1432,2022-08-09
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1374,2022-08-09
India,IN,en.wikipedia,242702,Monkeypox,1201,2022-08-09
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1036,2022-08-09
United States of America,US,en.wikipedia,242702,Monkeypox,21339,2022-08-09
Australia,AU,en.wikipedia,242702,Monkeypox,802,2022-08-10
Canada,CA,en.wikipedia,242702,Monkeypox,1345,2022-08-10
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1546,2022-08-10
India,IN,en.wikipedia,242702,Monkeypox,868,2022-08-10
United States of America,US,en.wikipedia,39680623,Monkeypox virus,869,2022-08-10
United States of America,US,en.wikipedia,242702,Monkeypox,19580,2022-08-10
Australia,AU,en.wikipedia,242702,Monkeypox,779,2022-08-11
Canada,CA,en.wikipedia,242702,Monkeypox,1452,2022-08-11
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1270,2022-08-11
India,IN,en.wikipedia,242702,Monkeypox,759,2022-08-11
United States of America,US,en.wikipedia,39680623,Monkeypox virus,983,2022-08-11
United States of America,US,en.wikipedia,242702,Monkeypox,18356,2022-08-11
Australia,AU,en.wikipedia,242702,Monkeypox,651,2022-08-12
Canada,CA,en.wikipedia,242702,Monkeypox,1450,2022-08-12
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1322,2022-08-12
India,IN,en.wikipedia,242702,Monkeypox,658,2022-08-12
United States of America,US,en.wikipedia,39680623,Monkeypox virus,785,2022-08-12
United States of America,US,en.wikipedia,242702,Monkeypox,15575,2022-08-12
Australia,AU,en.wikipedia,242702,Monkeypox,669,2022-08-13
Canada,CA,en.wikipedia,242702,Monkeypox,1391,2022-08-13
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1035,2022-08-13
India,IN,en.wikipedia,242702,Monkeypox,730,2022-08-13
United States of America,US,en.wikipedia,39680623,Monkeypox virus,653,2022-08-13
United States of America,US,en.wikipedia,242702,Monkeypox,13650,2022-08-13
Australia,AU,en.wikipedia,242702,Monkeypox,652,2022-08-14
Canada,CA,en.wikipedia,242702,Monkeypox,1121,2022-08-14
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1084,2022-08-14
India,IN,en.wikipedia,242702,Monkeypox,622,2022-08-14
United States of America,US,en.wikipedia,39680623,Monkeypox virus,711,2022-08-14
United States of America,US,en.wikipedia,242702,Monkeypox,13125,2022-08-14
Australia,AU,en.wikipedia,242702,Monkeypox,667,2022-08-15
Canada,CA,en.wikipedia,242702,Monkeypox,1144,2022-08-15
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1284,2022-08-15
India,IN,en.wikipedia,242702,Monkeypox,620,2022-08-15
United States of America,US,en.wikipedia,39680623,Monkeypox virus,720,2022-08-15
United States of America,US,en.wikipedia,242702,Monkeypox,13175,2022-08-15
Australia,AU,en.wikipedia,242702,Monkeypox,665,2022-08-16
Canada,CA,en.wikipedia,242702,Monkeypox,1112,2022-08-16
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1412,2022-08-16
India,IN,en.wikipedia,242702,Monkeypox,690,2022-08-16
United States of America,US,en.wikipedia,39680623,Monkeypox virus,718,2022-08-16
United States of America,US,en.wikipedia,242702,Monkeypox,13582,2022-08-16
Australia,AU,en.wikipedia,242702,Monkeypox,719,2022-08-17
Canada,CA,en.wikipedia,242702,Monkeypox,1084,2022-08-17
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1271,2022-08-17
India,IN,en.wikipedia,242702,Monkeypox,668,2022-08-17
United States of America,US,en.wikipedia,39680623,Monkeypox virus,762,2022-08-17
United States of America,US,en.wikipedia,242702,Monkeypox,13170,2022-08-17
Australia,AU,en.wikipedia,242702,Monkeypox,526,2022-08-18
Canada,CA,en.wikipedia,242702,Monkeypox,1129,2022-08-18
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1301,2022-08-18
India,IN,en.wikipedia,242702,Monkeypox,725,2022-08-18
United States of America,US,en.wikipedia,39680623,Monkeypox virus,807,2022-08-18
United States of America,US,en.wikipedia,242702,Monkeypox,13895,2022-08-18
Australia,AU,en.wikipedia,242702,Monkeypox,533,2022-08-19
Canada,CA,en.wikipedia,242702,Monkeypox,1092,2022-08-19
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1118,2022-08-19
India,IN,en.wikipedia,242702,Monkeypox,787,2022-08-19
United States of America,US,en.wikipedia,39680623,Monkeypox virus,794,2022-08-19
United States of America,US,en.wikipedia,242702,Monkeypox,12540,2022-08-19
Australia,AU,en.wikipedia,242702,Monkeypox,1182,2022-08-20
Canada,CA,en.wikipedia,242702,Monkeypox,933,2022-08-20
United Kingdom,GB,en.wikipedia,242702,Monkeypox,885,2022-08-20
Indonesia,ID,en.wikipedia,242702,Monkeypox,466,2022-08-20
India,IN,en.wikipedia,242702,Monkeypox,725,2022-08-20
United States of America,US,en.wikipedia,39680623,Monkeypox virus,504,2022-08-20
United States of America,US,en.wikipedia,242702,Monkeypox,10061,2022-08-20
Australia,AU,en.wikipedia,242702,Monkeypox,1205,2022-08-21
Canada,CA,en.wikipedia,242702,Monkeypox,912,2022-08-21
United Kingdom,GB,en.wikipedia,242702,Monkeypox,974,2022-08-21
India,IN,en.wikipedia,242702,Monkeypox,758,2022-08-21
United States of America,US,en.wikipedia,39680623,Monkeypox virus,494,2022-08-21
United States of America,US,en.wikipedia,242702,Monkeypox,9698,2022-08-21
Australia,AU,en.wikipedia,242702,Monkeypox,798,2022-08-22
Canada,CA,en.wikipedia,242702,Monkeypox,921,2022-08-22
United Kingdom,GB,en.wikipedia,242702,Monkeypox,914,2022-08-22
India,IN,en.wikipedia,242702,Monkeypox,715,2022-08-22
United States of America,US,en.wikipedia,39680623,Monkeypox virus,541,2022-08-22
United States of America,US,en.wikipedia,242702,Monkeypox,9849,2022-08-22
Australia,AU,en.wikipedia,242702,Monkeypox,633,2022-08-23
Canada,CA,en.wikipedia,242702,Monkeypox,863,2022-08-23
United Kingdom,GB,en.wikipedia,242702,Monkeypox,826,2022-08-23
India,IN,en.wikipedia,242702,Monkeypox,572,2022-08-23
United States of America,US,en.wikipedia,39680623,Monkeypox virus,478,2022-08-23
United States of America,US,en.wikipedia,242702,Monkeypox,9244,2022-08-23
Australia,AU,en.wikipedia,242702,Monkeypox,538,2022-08-24
Canada,CA,en.wikipedia,242702,Monkeypox,767,2022-08-24
United Kingdom,GB,en.wikipedia,242702,Monkeypox,731,2022-08-24
India,IN,en.wikipedia,242702,Monkeypox,707,2022-08-24
United States of America,US,en.wikipedia,242702,Monkeypox,7830,2022-08-24
Canada,CA,en.wikipedia,242702,Monkeypox,722,2022-08-25
United Kingdom,GB,en.wikipedia,242702,Monkeypox,707,2022-08-25
India,IN,en.wikipedia,242702,Monkeypox,661,2022-08-25
United States of America,US,en.wikipedia,242702,Monkeypox,6893,2022-08-25
Canada,CA,en.wikipedia,242702,Monkeypox,555,2022-08-26
United Kingdom,GB,en.wikipedia,242702,Monkeypox,596,2022-08-26
United States of America,US,en.wikipedia,242702,Monkeypox,6314,2022-08-26
United Kingdom,GB,en.wikipedia,242702,Monkeypox,777,2022-08-27
India,IN,en.wikipedia,242702,Monkeypox,462,2022-08-27
United States of America,US,en.wikipedia,242702,Monkeypox,5456,2022-08-27
United Kingdom,GB,en.wikipedia,242702,Monkeypox,516,2022-08-28
India,IN,en.wikipedia,242702,Monkeypox,694,2022-08-28
United States of America,US,en.wikipedia,242702,Monkeypox,4771,2022-08-28
Canada,CA,en.wikipedia,242702,Monkeypox,557,2022-08-29
United Kingdom,GB,en.wikipedia,242702,Monkeypox,672,2022-08-29
India,IN,en.wikipedia,242702,Monkeypox,679,2022-08-29
United States of America,US,en.wikipedia,242702,Monkeypox,5265,2022-08-29
Canada,CA,en.wikipedia,242702,Monkeypox,468,2022-08-30
United Kingdom,GB,en.wikipedia,242702,Monkeypox,479,2022-08-30
India,IN,en.wikipedia,242702,Monkeypox,508,2022-08-30
United States of America,US,en.wikipedia,242702,Monkeypox,5872,2022-08-30
India,IN,en.wikipedia,242702,Monkeypox,567,2022-08-31
United States of America,US,en.wikipedia,242702,Monkeypox,5650,2022-08-31
India,IN,en.wikipedia,242702,Monkeypox,580,2022-09-01
United States of America,US,en.wikipedia,242702,Monkeypox,4694,2022-09-01
United Kingdom,GB,en.wikipedia,242702,Monkeypox,535,2022-09-02
India,IN,en.wikipedia,242702,Monkeypox,564,2022-09-02
United States of America,US,en.wikipedia,242702,Monkeypox,4065,2022-09-02
United States of America,US,en.wikipedia,242702,Monkeypox,3612,2022-09-03
United States of America,US,en.wikipedia,242702,Monkeypox,3485,2022-09-04
United States of America,US,en.wikipedia,242702,Monkeypox,3489,2022-09-05
United States of America,US,en.wikipedia,242702,Monkeypox,3393,2022-09-06
United States of America,US,en.wikipedia,242702,Monkeypox,4375,2022-09-07
United Kingdom,GB,en.wikipedia,242702,Monkeypox,452,2022-09-08
India,IN,en.wikipedia,242702,Monkeypox,16123,2022-09-08
New Zealand,NZ,en.wikipedia,242702,Monkeypox,5630,2022-09-08
United States of America,US,en.wikipedia,242702,Monkeypox,5873,2022-09-08
India,IN,en.wikipedia,242702,Monkeypox,2370,2022-09-09
United States of America,US,en.wikipedia,242702,Monkeypox,5392,2022-09-09
India,IN,en.wikipedia,242702,Monkeypox,568,2022-09-10
United States of America,US,en.wikipedia,242702,Monkeypox,4737,2022-09-10
United States of America,US,en.wikipedia,242702,Monkeypox,4510,2022-09-11
United States of America,US,en.wikipedia,242702,Monkeypox,4805,2022-09-12
United States of America,US,en.wikipedia,242702,Monkeypox,4725,2022-09-13
United States of America,US,en.wikipedia,242702,Monkeypox,4224,2022-09-14
United States of America,US,en.wikipedia,242702,Monkeypox,3872,2022-09-15
United States of America,US,en.wikipedia,242702,Monkeypox,3871,2022-09-16
India,IN,en.wikipedia,242702,Monkeypox,1327,2022-09-17
United States of America,US,en.wikipedia,242702,Monkeypox,3404,2022-09-17
New Zealand,NZ,en.wikipedia,242702,Monkeypox,806,2022-09-17
India,IN,en.wikipedia,242702,Monkeypox,1170,2022-09-18
United States of America,US,en.wikipedia,242702,Monkeypox,3237,2022-09-18
New Zealand,NZ,en.wikipedia,242702,Monkeypox,516,2022-09-18
India,IN,en.wikipedia,242702,Monkeypox,661,2022-09-19
United States of America,US,en.wikipedia,242702,Monkeypox,3688,2022-09-19
United States of America,US,en.wikipedia,242702,Monkeypox,3317,2022-09-20
United States of America,US,en.wikipedia,242702,Monkeypox,3150,2022-09-21
United States of America,US,en.wikipedia,242702,Monkeypox,2609,2022-09-22
United States of America,US,en.wikipedia,242702,Monkeypox,1546,2022-09-23
United States of America,US,en.wikipedia,242702,Monkeypox,1039,2022-09-24
United States of America,US,en.wikipedia,242702,Monkeypox,881,2022-09-25
United States of America,US,en.wikipedia,242702,Monkeypox,993,2022-09-26
United States of America,US,en.wikipedia,242702,Monkeypox,835,2022-09-27
United States of America,US,en.wikipedia,242702,Monkeypox,697,2022-09-28
United States of America,US,en.wikipedia,242702,Monkeypox,710,2022-09-29
United States of America,US,en.wikipedia,242702,Monkeypox,770,2022-09-30
United States of America,US,en.wikipedia,242702,Monkeypox,544,2022-10-01
United States of America,US,en.wikipedia,242702,Monkeypox,727,2022-10-02
United States of America,US,en.wikipedia,242702,Monkeypox,724,2022-10-03
United States of America,US,en.wikipedia,242702,Monkeypox,700,2022-10-04
United States of America,US,en.wikipedia,242702,Monkeypox,656,2022-10-05
United States of America,US,en.wikipedia,242702,Monkeypox,704,2022-10-06
United States of America,US,en.wikipedia,242702,Monkeypox,581,2022-10-07
United States of America,US,en.wikipedia,242702,Monkeypox,486,2022-10-08
United States of America,US,en.wikipedia,242702,Monkeypox,570,2022-10-10
United States of America,US,en.wikipedia,242702,Monkeypox,577,2022-10-11
United States of America,US,en.wikipedia,242702,Monkeypox,581,2022-10-12
United States of America,US,en.wikipedia,242702,Monkeypox,678,2022-10-13
United States of America,US,en.wikipedia,242702,Monkeypox,513,2022-10-14
United States of America,US,en.wikipedia,242702,Monkeypox,505,2022-10-15
United States of America,US,en.wikipedia,242702,Monkeypox,554,2022-10-17
United States of America,US,en.wikipedia,242702,Monkeypox,573,2022-10-18
United States of America,US,en.wikipedia,242702,Monkeypox,531,2022-10-19
United States of America,US,en.wikipedia,242702,Monkeypox,592,2022-10-20
United States of America,US,en.wikipedia,242702,Monkeypox,461,2022-10-21
United States of America,US,en.wikipedia,242702,Monkeypox,539,2022-10-23
United States of America,US,en.wikipedia,242702,Monkeypox,617,2022-10-24
United States of America,US,en.wikipedia,242702,Monkeypox,631,2022-10-25
United States of America,US,en.wikipedia,242702,Monkeypox,638,2022-10-26
United States of America,US,en.wikipedia,242702,Monkeypox,587,2022-10-27
United States of America,US,en.wikipedia,242702,Monkeypox,496,2022-11-01
United States of America,US,en.wikipedia,242702,Monkeypox,637,2022-11-03
United States of America,US,en.wikipedia,242702,Monkeypox,777,2022-11-04
United States of America,US,en.wikipedia,242702,Monkeypox,680,2022-11-05
United States of America,US,en.wikipedia,242702,Monkeypox,581,2022-11-07
United States of America,US,en.wikipedia,242702,Monkeypox,583,2022-11-08
United States of America,US,en.wikipedia,242702,Monkeypox,733,2022-11-09
United States of America,US,en.wikipedia,242702,Monkeypox,825,2022-11-10
United States of America,US,en.wikipedia,242702,Monkeypox,961,2022-11-11
United States of America,US,en.wikipedia,242702,Monkeypox,854,2022-11-12
United States of America,US,en.wikipedia,242702,Monkeypox,810,2022-11-13
United States of America,US,en.wikipedia,242702,Monkeypox,784,2022-11-14
United States of America,US,en.wikipedia,242702,Monkeypox,611,2022-11-15
United States of America,US,en.wikipedia,242702,Monkeypox,694,2022-11-16
United States of America,US,en.wikipedia,242702,Monkeypox,808,2022-11-17
United States of America,US,en.wikipedia,242702,Monkeypox,663,2022-11-18
United States of America,US,en.wikipedia,242702,Monkeypox,558,2022-11-19
United States of America,US,en.wikipedia,242702,Monkeypox,514,2022-11-20
United States of America,US,en.wikipedia,242702,Monkeypox,596,2022-11-21
United States of America,US,en.wikipedia,242702,Monkeypox,553,2022-11-22
United States of America,US,en.wikipedia,242702,Monkeypox,868,2022-11-23
United States of America,US,en.wikipedia,242702,Monkeypox,761,2022-11-24
United States of America,US,en.wikipedia,242702,Monkeypox,646,2022-11-25
United States of America,US,en.wikipedia,242702,Monkeypox,702,2022-11-26
United States of America,US,en.wikipedia,242702,Monkeypox,694,2022-11-27
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1651,2022-11-28
United States of America,US,en.wikipedia,242702,Monkeypox,2037,2022-11-28
