country_long,iso2,project,page_id,page_title,pageviews,date
United States of America,US,en.wikipedia,37636,Encephalitis,678,2022-04-02
United States of America,US,en.wikipedia,53951,Diarrhea,759,2022-04-02
United States of America,US,en.wikipedia,452461,Myocarditis,1261,2022-04-02
United States of America,US,en.wikipedia,19167679,Virus,861,2022-04-02
United States of America,US,en.wikipedia,18821046,Chickenpox,533,2022-04-02
United States of America,US,en.wikipedia,562958,Signs and symptoms,490,2022-04-02
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,804,2022-04-02
United States of America,US,en.wikipedia,16829895,Smallpox,1462,2022-04-02
United States of America,US,en.wikipedia,37220,Infection,659,2022-04-02
United States of America,US,en.wikipedia,158400,Sepsis,2197,2022-04-02
United States of America,US,en.wikipedia,443800,Shingles,1446,2022-04-02
United States of America,US,en.wikipedia,28848,Scabies,833,2022-04-03
United States of America,US,en.wikipedia,44410,Conjunctivitis,460,2022-04-03
United States of America,US,en.wikipedia,37636,Encephalitis,551,2022-04-03
United States of America,US,en.wikipedia,53951,Diarrhea,513,2022-04-03
United States of America,US,en.wikipedia,452461,Myocarditis,1474,2022-04-03
United States of America,US,en.wikipedia,19167679,Virus,708,2022-04-03
United States of America,US,en.wikipedia,18821046,Chickenpox,595,2022-04-03
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,687,2022-04-03
United States of America,US,en.wikipedia,16829895,Smallpox,1183,2022-04-03
United States of America,US,en.wikipedia,37220,Infection,505,2022-04-03
United States of America,US,en.wikipedia,33583,World Health Organization,731,2022-04-03
United States of America,US,en.wikipedia,158400,Sepsis,2192,2022-04-03
United States of America,US,en.wikipedia,443800,Shingles,1454,2022-04-03
United States of America,US,en.wikipedia,6682,Clade,452,2022-04-04
United States of America,US,en.wikipedia,771986,Skin condition,500,2022-04-04
United States of America,US,en.wikipedia,28848,Scabies,773,2022-04-04
United States of America,US,en.wikipedia,44410,Conjunctivitis,555,2022-04-04
United States of America,US,en.wikipedia,172323,Rubella,528,2022-04-04
United States of America,US,en.wikipedia,37636,Encephalitis,673,2022-04-04
United States of America,US,en.wikipedia,53951,Diarrhea,691,2022-04-04
United States of America,US,en.wikipedia,452461,Myocarditis,1274,2022-04-04
United States of America,US,en.wikipedia,19167679,Virus,1064,2022-04-04
United States of America,US,en.wikipedia,18821046,Chickenpox,725,2022-04-04
United States of America,US,en.wikipedia,562958,Signs and symptoms,740,2022-04-04
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,780,2022-04-04
United States of America,US,en.wikipedia,16829895,Smallpox,1259,2022-04-04
United States of America,US,en.wikipedia,37220,Infection,746,2022-04-04
United States of America,US,en.wikipedia,33583,World Health Organization,1335,2022-04-04
United States of America,US,en.wikipedia,158400,Sepsis,2737,2022-04-04
United States of America,US,en.wikipedia,443800,Shingles,1556,2022-04-04
United States of America,US,en.wikipedia,6682,Clade,636,2022-04-05
United States of America,US,en.wikipedia,61088,Smallpox vaccine,591,2022-04-05
United States of America,US,en.wikipedia,771986,Skin condition,545,2022-04-05
United States of America,US,en.wikipedia,28848,Scabies,645,2022-04-05
United States of America,US,en.wikipedia,44410,Conjunctivitis,624,2022-04-05
United States of America,US,en.wikipedia,46253,Fever,537,2022-04-05
United States of America,US,en.wikipedia,172323,Rubella,519,2022-04-05
United States of America,US,en.wikipedia,37636,Encephalitis,710,2022-04-05
United States of America,US,en.wikipedia,53951,Diarrhea,764,2022-04-05
United States of America,US,en.wikipedia,452461,Myocarditis,1404,2022-04-05
United States of America,US,en.wikipedia,19167679,Virus,1190,2022-04-05
United States of America,US,en.wikipedia,18821046,Chickenpox,653,2022-04-05
United States of America,US,en.wikipedia,562958,Signs and symptoms,815,2022-04-05
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,912,2022-04-05
United States of America,US,en.wikipedia,16829895,Smallpox,1621,2022-04-05
United States of America,US,en.wikipedia,37220,Infection,904,2022-04-05
United States of America,US,en.wikipedia,33583,World Health Organization,1318,2022-04-05
United States of America,US,en.wikipedia,158400,Sepsis,2801,2022-04-05
United States of America,US,en.wikipedia,443800,Shingles,1453,2022-04-05
United States of America,US,en.wikipedia,6682,Clade,477,2022-04-06
United States of America,US,en.wikipedia,61088,Smallpox vaccine,485,2022-04-06
United States of America,US,en.wikipedia,1479393,Complication (medicine),662,2022-04-06
United States of America,US,en.wikipedia,19013767,Medical diagnosis,1039,2022-04-06
United States of America,US,en.wikipedia,771986,Skin condition,866,2022-04-06
United States of America,US,en.wikipedia,28848,Scabies,768,2022-04-06
United States of America,US,en.wikipedia,44410,Conjunctivitis,603,2022-04-06
United States of America,US,en.wikipedia,46253,Fever,724,2022-04-06
United States of America,US,en.wikipedia,19383782,Kaposi's sarcoma,468,2022-04-06
United States of America,US,en.wikipedia,417111,Pain management,656,2022-04-06
United States of America,US,en.wikipedia,37636,Encephalitis,557,2022-04-06
United States of America,US,en.wikipedia,53951,Diarrhea,943,2022-04-06
United States of America,US,en.wikipedia,452461,Myocarditis,1467,2022-04-06
United States of America,US,en.wikipedia,19167679,Virus,1423,2022-04-06
United States of America,US,en.wikipedia,235562,Fatigue,590,2022-04-06
United States of America,US,en.wikipedia,727204,Prognosis,745,2022-04-06
United States of America,US,en.wikipedia,18821046,Chickenpox,645,2022-04-06
United States of America,US,en.wikipedia,562958,Signs and symptoms,1774,2022-04-06
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,1009,2022-04-06
United States of America,US,en.wikipedia,16829895,Smallpox,1460,2022-04-06
United States of America,US,en.wikipedia,41347987,Infectious disease (medical specialty),552,2022-04-06
United States of America,US,en.wikipedia,37220,Infection,1115,2022-04-06
United States of America,US,en.wikipedia,33583,World Health Organization,1698,2022-04-06
United States of America,US,en.wikipedia,69893,Headache,458,2022-04-06
United States of America,US,en.wikipedia,158400,Sepsis,2781,2022-04-06
United States of America,US,en.wikipedia,443800,Shingles,1576,2022-04-06
United States of America,US,en.wikipedia,34049,Wart,464,2022-04-06
United States of America,US,en.wikipedia,6682,Clade,587,2022-04-07
United States of America,US,en.wikipedia,19013767,Medical diagnosis,517,2022-04-07
United States of America,US,en.wikipedia,771986,Skin condition,609,2022-04-07
United States of America,US,en.wikipedia,28848,Scabies,720,2022-04-07
United States of America,US,en.wikipedia,44410,Conjunctivitis,606,2022-04-07
United States of America,US,en.wikipedia,46253,Fever,586,2022-04-07
United States of America,US,en.wikipedia,37636,Encephalitis,641,2022-04-07
United States of America,US,en.wikipedia,53951,Diarrhea,621,2022-04-07
United States of America,US,en.wikipedia,452461,Myocarditis,1022,2022-04-07
United States of America,US,en.wikipedia,602790,Asymptomatic,548,2022-04-07
United States of America,US,en.wikipedia,19167679,Virus,1139,2022-04-07
United States of America,US,en.wikipedia,727204,Prognosis,453,2022-04-07
United States of America,US,en.wikipedia,18821046,Chickenpox,820,2022-04-07
United States of America,US,en.wikipedia,562958,Signs and symptoms,829,2022-04-07
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,990,2022-04-07
United States of America,US,en.wikipedia,16829895,Smallpox,1292,2022-04-07
United States of America,US,en.wikipedia,37220,Infection,976,2022-04-07
United States of America,US,en.wikipedia,33583,World Health Organization,1773,2022-04-07
United States of America,US,en.wikipedia,158400,Sepsis,2518,2022-04-07
United States of America,US,en.wikipedia,443800,Shingles,1655,2022-04-07
United States of America,US,en.wikipedia,6682,Clade,492,2022-04-08
United States of America,US,en.wikipedia,61088,Smallpox vaccine,484,2022-04-08
United States of America,US,en.wikipedia,771986,Skin condition,652,2022-04-08
United States of America,US,en.wikipedia,28848,Scabies,719,2022-04-08
United States of America,US,en.wikipedia,44410,Conjunctivitis,580,2022-04-08
United States of America,US,en.wikipedia,37636,Encephalitis,644,2022-04-08
United States of America,US,en.wikipedia,53951,Diarrhea,582,2022-04-08
United States of America,US,en.wikipedia,452461,Myocarditis,1084,2022-04-08
United States of America,US,en.wikipedia,19167679,Virus,1064,2022-04-08
United States of America,US,en.wikipedia,18821046,Chickenpox,644,2022-04-08
United States of America,US,en.wikipedia,562958,Signs and symptoms,592,2022-04-08
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,897,2022-04-08
United States of America,US,en.wikipedia,16829895,Smallpox,1197,2022-04-08
United States of America,US,en.wikipedia,37220,Infection,740,2022-04-08
United States of America,US,en.wikipedia,33583,World Health Organization,1171,2022-04-08
United States of America,US,en.wikipedia,158400,Sepsis,2392,2022-04-08
United States of America,US,en.wikipedia,443800,Shingles,1426,2022-04-08
United States of America,US,en.wikipedia,34049,Wart,456,2022-04-08
United States of America,US,en.wikipedia,6682,Clade,480,2022-04-09
United States of America,US,en.wikipedia,771986,Skin condition,616,2022-04-09
United States of America,US,en.wikipedia,28848,Scabies,743,2022-04-09
United States of America,US,en.wikipedia,44410,Conjunctivitis,531,2022-04-09
United States of America,US,en.wikipedia,37636,Encephalitis,508,2022-04-09
United States of America,US,en.wikipedia,53951,Diarrhea,639,2022-04-09
United States of America,US,en.wikipedia,452461,Myocarditis,1050,2022-04-09
United States of America,US,en.wikipedia,19167679,Virus,754,2022-04-09
United States of America,US,en.wikipedia,18821046,Chickenpox,672,2022-04-09
United States of America,US,en.wikipedia,562958,Signs and symptoms,465,2022-04-09
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,800,2022-04-09
United States of America,US,en.wikipedia,16829895,Smallpox,1299,2022-04-09
United States of America,US,en.wikipedia,37220,Infection,704,2022-04-09
United States of America,US,en.wikipedia,33583,World Health Organization,1004,2022-04-09
United States of America,US,en.wikipedia,158400,Sepsis,2355,2022-04-09
United States of America,US,en.wikipedia,443800,Shingles,1436,2022-04-09
United States of America,US,en.wikipedia,6682,Clade,452,2022-04-10
United States of America,US,en.wikipedia,61088,Smallpox vaccine,593,2022-04-10
United States of America,US,en.wikipedia,771986,Skin condition,677,2022-04-10
United States of America,US,en.wikipedia,28848,Scabies,702,2022-04-10
United States of America,US,en.wikipedia,46253,Fever,453,2022-04-10
United States of America,US,en.wikipedia,37636,Encephalitis,541,2022-04-10
United States of America,US,en.wikipedia,53951,Diarrhea,751,2022-04-10
United States of America,US,en.wikipedia,452461,Myocarditis,996,2022-04-10
United States of America,US,en.wikipedia,19167679,Virus,930,2022-04-10
United States of America,US,en.wikipedia,18821046,Chickenpox,675,2022-04-10
United States of America,US,en.wikipedia,562958,Signs and symptoms,602,2022-04-10
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,689,2022-04-10
United States of America,US,en.wikipedia,16829895,Smallpox,1428,2022-04-10
United States of America,US,en.wikipedia,37220,Infection,765,2022-04-10
United States of America,US,en.wikipedia,33583,World Health Organization,961,2022-04-10
United States of America,US,en.wikipedia,158400,Sepsis,2449,2022-04-10
United States of America,US,en.wikipedia,443800,Shingles,1526,2022-04-10
United States of America,US,en.wikipedia,6682,Clade,462,2022-04-11
United States of America,US,en.wikipedia,771986,Skin condition,608,2022-04-11
United States of America,US,en.wikipedia,28848,Scabies,696,2022-04-11
United States of America,US,en.wikipedia,44410,Conjunctivitis,605,2022-04-11
United States of America,US,en.wikipedia,46253,Fever,451,2022-04-11
United States of America,US,en.wikipedia,37636,Encephalitis,560,2022-04-11
United States of America,US,en.wikipedia,53951,Diarrhea,616,2022-04-11
United States of America,US,en.wikipedia,452461,Myocarditis,1279,2022-04-11
United States of America,US,en.wikipedia,19167679,Virus,963,2022-04-11
United States of America,US,en.wikipedia,18821046,Chickenpox,656,2022-04-11
United States of America,US,en.wikipedia,562958,Signs and symptoms,579,2022-04-11
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,759,2022-04-11
United States of America,US,en.wikipedia,16829895,Smallpox,1410,2022-04-11
United States of America,US,en.wikipedia,37220,Infection,678,2022-04-11
United States of America,US,en.wikipedia,33583,World Health Organization,1040,2022-04-11
United States of America,US,en.wikipedia,158400,Sepsis,2337,2022-04-11
United States of America,US,en.wikipedia,443800,Shingles,1545,2022-04-11
United States of America,US,en.wikipedia,6682,Clade,545,2022-04-12
United States of America,US,en.wikipedia,771986,Skin condition,633,2022-04-12
United States of America,US,en.wikipedia,28848,Scabies,663,2022-04-12
United States of America,US,en.wikipedia,44410,Conjunctivitis,643,2022-04-12
United States of America,US,en.wikipedia,46253,Fever,454,2022-04-12
United States of America,US,en.wikipedia,37636,Encephalitis,625,2022-04-12
United States of America,US,en.wikipedia,53951,Diarrhea,862,2022-04-12
United States of America,US,en.wikipedia,452461,Myocarditis,1357,2022-04-12
United States of America,US,en.wikipedia,19167679,Virus,1631,2022-04-12
United States of America,US,en.wikipedia,18821046,Chickenpox,664,2022-04-12
United States of America,US,en.wikipedia,562958,Signs and symptoms,811,2022-04-12
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,894,2022-04-12
United States of America,US,en.wikipedia,16829895,Smallpox,1568,2022-04-12
United States of America,US,en.wikipedia,37220,Infection,1285,2022-04-12
United States of America,US,en.wikipedia,33583,World Health Organization,1198,2022-04-12
United States of America,US,en.wikipedia,158400,Sepsis,2412,2022-04-12
United States of America,US,en.wikipedia,443800,Shingles,1690,2022-04-12
United States of America,US,en.wikipedia,34049,Wart,516,2022-04-12
United States of America,US,en.wikipedia,771986,Skin condition,513,2022-04-13
United States of America,US,en.wikipedia,28848,Scabies,648,2022-04-13
United States of America,US,en.wikipedia,44410,Conjunctivitis,597,2022-04-13
United States of America,US,en.wikipedia,46253,Fever,483,2022-04-13
United States of America,US,en.wikipedia,37636,Encephalitis,591,2022-04-13
United States of America,US,en.wikipedia,53951,Diarrhea,613,2022-04-13
United States of America,US,en.wikipedia,452461,Myocarditis,990,2022-04-13
United States of America,US,en.wikipedia,19167679,Virus,1136,2022-04-13
United States of America,US,en.wikipedia,18821046,Chickenpox,628,2022-04-13
United States of America,US,en.wikipedia,562958,Signs and symptoms,586,2022-04-13
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,884,2022-04-13
United States of America,US,en.wikipedia,16829895,Smallpox,1418,2022-04-13
United States of America,US,en.wikipedia,37220,Infection,606,2022-04-13
United States of America,US,en.wikipedia,33583,World Health Organization,1127,2022-04-13
United States of America,US,en.wikipedia,158400,Sepsis,2294,2022-04-13
United States of America,US,en.wikipedia,443800,Shingles,1445,2022-04-13
United States of America,US,en.wikipedia,34049,Wart,504,2022-04-13
United States of America,US,en.wikipedia,771986,Skin condition,490,2022-04-14
United States of America,US,en.wikipedia,28848,Scabies,580,2022-04-14
United States of America,US,en.wikipedia,1010729,Lymphadenopathy,595,2022-04-14
United States of America,US,en.wikipedia,44410,Conjunctivitis,639,2022-04-14
United States of America,US,en.wikipedia,37636,Encephalitis,575,2022-04-14
United States of America,US,en.wikipedia,53951,Diarrhea,745,2022-04-14
United States of America,US,en.wikipedia,452461,Myocarditis,844,2022-04-14
United States of America,US,en.wikipedia,19167679,Virus,1086,2022-04-14
United States of America,US,en.wikipedia,18821046,Chickenpox,570,2022-04-14
United States of America,US,en.wikipedia,562958,Signs and symptoms,527,2022-04-14
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,802,2022-04-14
United States of America,US,en.wikipedia,16829895,Smallpox,1268,2022-04-14
United States of America,US,en.wikipedia,37220,Infection,673,2022-04-14
United States of America,US,en.wikipedia,33583,World Health Organization,961,2022-04-14
United States of America,US,en.wikipedia,158400,Sepsis,2560,2022-04-14
United States of America,US,en.wikipedia,443800,Shingles,1362,2022-04-14
United States of America,US,en.wikipedia,34049,Wart,471,2022-04-14
United States of America,US,en.wikipedia,771986,Skin condition,500,2022-04-15
United States of America,US,en.wikipedia,28848,Scabies,627,2022-04-15
United States of America,US,en.wikipedia,44410,Conjunctivitis,576,2022-04-15
United States of America,US,en.wikipedia,19383782,Kaposi's sarcoma,458,2022-04-15
United States of America,US,en.wikipedia,37636,Encephalitis,476,2022-04-15
United States of America,US,en.wikipedia,53951,Diarrhea,747,2022-04-15
United States of America,US,en.wikipedia,452461,Myocarditis,876,2022-04-15
United States of America,US,en.wikipedia,19167679,Virus,820,2022-04-15
United States of America,US,en.wikipedia,18821046,Chickenpox,510,2022-04-15
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,848,2022-04-15
United States of America,US,en.wikipedia,16829895,Smallpox,1183,2022-04-15
United States of America,US,en.wikipedia,37220,Infection,559,2022-04-15
United States of America,US,en.wikipedia,33583,World Health Organization,846,2022-04-15
United States of America,US,en.wikipedia,158400,Sepsis,2467,2022-04-15
United States of America,US,en.wikipedia,443800,Shingles,1473,2022-04-15
United States of America,US,en.wikipedia,771986,Skin condition,564,2022-04-16
United States of America,US,en.wikipedia,28848,Scabies,643,2022-04-16
United States of America,US,en.wikipedia,44410,Conjunctivitis,598,2022-04-16
United States of America,US,en.wikipedia,46253,Fever,461,2022-04-16
United States of America,US,en.wikipedia,37636,Encephalitis,514,2022-04-16
United States of America,US,en.wikipedia,53951,Diarrhea,624,2022-04-16
United States of America,US,en.wikipedia,452461,Myocarditis,862,2022-04-16
United States of America,US,en.wikipedia,19167679,Virus,702,2022-04-16
United States of America,US,en.wikipedia,18821046,Chickenpox,560,2022-04-16
United States of America,US,en.wikipedia,562958,Signs and symptoms,456,2022-04-16
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,649,2022-04-16
United States of America,US,en.wikipedia,16829895,Smallpox,1173,2022-04-16
United States of America,US,en.wikipedia,37220,Infection,672,2022-04-16
United States of America,US,en.wikipedia,33583,World Health Organization,696,2022-04-16
United States of America,US,en.wikipedia,158400,Sepsis,2242,2022-04-16
United States of America,US,en.wikipedia,443800,Shingles,1292,2022-04-16
United States of America,US,en.wikipedia,771986,Skin condition,481,2022-04-17
United States of America,US,en.wikipedia,28848,Scabies,559,2022-04-17
United States of America,US,en.wikipedia,44410,Conjunctivitis,491,2022-04-17
United States of America,US,en.wikipedia,37636,Encephalitis,535,2022-04-17
United States of America,US,en.wikipedia,53951,Diarrhea,683,2022-04-17
United States of America,US,en.wikipedia,452461,Myocarditis,892,2022-04-17
United States of America,US,en.wikipedia,19167679,Virus,771,2022-04-17
United States of America,US,en.wikipedia,18821046,Chickenpox,544,2022-04-17
United States of America,US,en.wikipedia,562958,Signs and symptoms,466,2022-04-17
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,663,2022-04-17
United States of America,US,en.wikipedia,16829895,Smallpox,1353,2022-04-17
United States of America,US,en.wikipedia,37220,Infection,540,2022-04-17
United States of America,US,en.wikipedia,33583,World Health Organization,1090,2022-04-17
United States of America,US,en.wikipedia,158400,Sepsis,2221,2022-04-17
United States of America,US,en.wikipedia,443800,Shingles,1382,2022-04-17
United States of America,US,en.wikipedia,771986,Skin condition,616,2022-04-18
United States of America,US,en.wikipedia,28848,Scabies,729,2022-04-18
United States of America,US,en.wikipedia,44410,Conjunctivitis,571,2022-04-18
United States of America,US,en.wikipedia,37636,Encephalitis,604,2022-04-18
United States of America,US,en.wikipedia,53951,Diarrhea,889,2022-04-18
United States of America,US,en.wikipedia,452461,Myocarditis,922,2022-04-18
United States of America,US,en.wikipedia,19167679,Virus,930,2022-04-18
United States of America,US,en.wikipedia,18821046,Chickenpox,609,2022-04-18
United States of America,US,en.wikipedia,562958,Signs and symptoms,574,2022-04-18
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,889,2022-04-18
United States of America,US,en.wikipedia,16829895,Smallpox,1471,2022-04-18
United States of America,US,en.wikipedia,37220,Infection,725,2022-04-18
United States of America,US,en.wikipedia,33583,World Health Organization,1125,2022-04-18
United States of America,US,en.wikipedia,158400,Sepsis,2389,2022-04-18
United States of America,US,en.wikipedia,443800,Shingles,1585,2022-04-18
United States of America,US,en.wikipedia,6682,Clade,579,2022-04-19
United States of America,US,en.wikipedia,19013767,Medical diagnosis,521,2022-04-19
United States of America,US,en.wikipedia,771986,Skin condition,594,2022-04-19
United States of America,US,en.wikipedia,28848,Scabies,687,2022-04-19
United States of America,US,en.wikipedia,44410,Conjunctivitis,634,2022-04-19
United States of America,US,en.wikipedia,310094,Sore throat,493,2022-04-19
United States of America,US,en.wikipedia,46253,Fever,491,2022-04-19
United States of America,US,en.wikipedia,37636,Encephalitis,625,2022-04-19
United States of America,US,en.wikipedia,53951,Diarrhea,1167,2022-04-19
United States of America,US,en.wikipedia,452461,Myocarditis,878,2022-04-19
United States of America,US,en.wikipedia,19167679,Virus,1325,2022-04-19
United States of America,US,en.wikipedia,235562,Fatigue,455,2022-04-19
United States of America,US,en.wikipedia,727204,Prognosis,474,2022-04-19
United States of America,US,en.wikipedia,18821046,Chickenpox,762,2022-04-19
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,953,2022-04-19
United States of America,US,en.wikipedia,16829895,Smallpox,1450,2022-04-19
United States of America,US,en.wikipedia,37220,Infection,1019,2022-04-19
United States of America,US,en.wikipedia,33583,World Health Organization,1724,2022-04-19
United States of America,US,en.wikipedia,158400,Sepsis,2355,2022-04-19
United States of America,US,en.wikipedia,443800,Shingles,1756,2022-04-19
United States of America,US,en.wikipedia,771986,Skin condition,508,2022-04-20
United States of America,US,en.wikipedia,28848,Scabies,645,2022-04-20
United States of America,US,en.wikipedia,44410,Conjunctivitis,592,2022-04-20
United States of America,US,en.wikipedia,37636,Encephalitis,720,2022-04-20
United States of America,US,en.wikipedia,53951,Diarrhea,1888,2022-04-20
United States of America,US,en.wikipedia,452461,Myocarditis,965,2022-04-20
United States of America,US,en.wikipedia,19167679,Virus,1061,2022-04-20
United States of America,US,en.wikipedia,18821046,Chickenpox,634,2022-04-20
United States of America,US,en.wikipedia,562958,Signs and symptoms,520,2022-04-20
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,888,2022-04-20
United States of America,US,en.wikipedia,16829895,Smallpox,1587,2022-04-20
United States of America,US,en.wikipedia,37220,Infection,673,2022-04-20
United States of America,US,en.wikipedia,33583,World Health Organization,1718,2022-04-20
United States of America,US,en.wikipedia,158400,Sepsis,2230,2022-04-20
United States of America,US,en.wikipedia,443800,Shingles,1519,2022-04-20
United States of America,US,en.wikipedia,6682,Clade,454,2022-04-21
United States of America,US,en.wikipedia,771986,Skin condition,485,2022-04-21
United States of America,US,en.wikipedia,28848,Scabies,681,2022-04-21
United States of America,US,en.wikipedia,44410,Conjunctivitis,620,2022-04-21
United States of America,US,en.wikipedia,310094,Sore throat,455,2022-04-21
United States of America,US,en.wikipedia,19383782,Kaposi's sarcoma,474,2022-04-21
United States of America,US,en.wikipedia,37636,Encephalitis,648,2022-04-21
United States of America,US,en.wikipedia,53951,Diarrhea,1882,2022-04-21
United States of America,US,en.wikipedia,452461,Myocarditis,2454,2022-04-21
United States of America,US,en.wikipedia,19167679,Virus,1122,2022-04-21
United States of America,US,en.wikipedia,18821046,Chickenpox,552,2022-04-21
United States of America,US,en.wikipedia,562958,Signs and symptoms,536,2022-04-21
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,834,2022-04-21
United States of America,US,en.wikipedia,16829895,Smallpox,1617,2022-04-21
United States of America,US,en.wikipedia,37220,Infection,671,2022-04-21
United States of America,US,en.wikipedia,33583,World Health Organization,1533,2022-04-21
United States of America,US,en.wikipedia,158400,Sepsis,2139,2022-04-21
United States of America,US,en.wikipedia,443800,Shingles,1399,2022-04-21
United States of America,US,en.wikipedia,34049,Wart,551,2022-04-21
United States of America,US,en.wikipedia,28848,Scabies,708,2022-04-22
United States of America,US,en.wikipedia,44410,Conjunctivitis,579,2022-04-22
United States of America,US,en.wikipedia,46253,Fever,483,2022-04-22
United States of America,US,en.wikipedia,37636,Encephalitis,536,2022-04-22
United States of America,US,en.wikipedia,53951,Diarrhea,896,2022-04-22
United States of America,US,en.wikipedia,452461,Myocarditis,901,2022-04-22
United States of America,US,en.wikipedia,19167679,Virus,927,2022-04-22
United States of America,US,en.wikipedia,18821046,Chickenpox,577,2022-04-22
United States of America,US,en.wikipedia,562958,Signs and symptoms,521,2022-04-22
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,786,2022-04-22
United States of America,US,en.wikipedia,16829895,Smallpox,1257,2022-04-22
United States of America,US,en.wikipedia,37220,Infection,592,2022-04-22
United States of America,US,en.wikipedia,33583,World Health Organization,808,2022-04-22
United States of America,US,en.wikipedia,158400,Sepsis,2219,2022-04-22
United States of America,US,en.wikipedia,443800,Shingles,1481,2022-04-22
United States of America,US,en.wikipedia,34049,Wart,513,2022-04-22
United States of America,US,en.wikipedia,771986,Skin condition,453,2022-04-23
United States of America,US,en.wikipedia,28848,Scabies,600,2022-04-23
United States of America,US,en.wikipedia,44410,Conjunctivitis,525,2022-04-23
United States of America,US,en.wikipedia,37636,Encephalitis,557,2022-04-23
United States of America,US,en.wikipedia,53951,Diarrhea,620,2022-04-23
United States of America,US,en.wikipedia,452461,Myocarditis,817,2022-04-23
United States of America,US,en.wikipedia,19167679,Virus,787,2022-04-23
United States of America,US,en.wikipedia,18821046,Chickenpox,657,2022-04-23
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,732,2022-04-23
United States of America,US,en.wikipedia,16829895,Smallpox,1179,2022-04-23
United States of America,US,en.wikipedia,37220,Infection,569,2022-04-23
United States of America,US,en.wikipedia,33583,World Health Organization,760,2022-04-23
United States of America,US,en.wikipedia,158400,Sepsis,2042,2022-04-23
United States of America,US,en.wikipedia,443800,Shingles,1336,2022-04-23
United States of America,US,en.wikipedia,34049,Wart,452,2022-04-23
United States of America,US,en.wikipedia,51303,Cowpox,576,2022-04-23
United States of America,US,en.wikipedia,28848,Scabies,658,2022-04-24
United States of America,US,en.wikipedia,44410,Conjunctivitis,497,2022-04-24
United States of America,US,en.wikipedia,310094,Sore throat,586,2022-04-24
United States of America,US,en.wikipedia,37636,Encephalitis,486,2022-04-24
United States of America,US,en.wikipedia,53951,Diarrhea,835,2022-04-24
United States of America,US,en.wikipedia,452461,Myocarditis,921,2022-04-24
United States of America,US,en.wikipedia,153807,Back pain,545,2022-04-24
United States of America,US,en.wikipedia,19167679,Virus,732,2022-04-24
United States of America,US,en.wikipedia,18821046,Chickenpox,500,2022-04-24
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,580,2022-04-24
United States of America,US,en.wikipedia,16829895,Smallpox,1310,2022-04-24
United States of America,US,en.wikipedia,37220,Infection,497,2022-04-24
United States of America,US,en.wikipedia,33583,World Health Organization,768,2022-04-24
United States of America,US,en.wikipedia,158400,Sepsis,2157,2022-04-24
United States of America,US,en.wikipedia,443800,Shingles,1475,2022-04-24
United States of America,US,en.wikipedia,771986,Skin condition,525,2022-04-25
United States of America,US,en.wikipedia,28848,Scabies,701,2022-04-25
United States of America,US,en.wikipedia,44410,Conjunctivitis,685,2022-04-25
United States of America,US,en.wikipedia,310094,Sore throat,517,2022-04-25
United States of America,US,en.wikipedia,19383782,Kaposi's sarcoma,460,2022-04-25
United States of America,US,en.wikipedia,37636,Encephalitis,541,2022-04-25
United States of America,US,en.wikipedia,53951,Diarrhea,778,2022-04-25
United States of America,US,en.wikipedia,452461,Myocarditis,831,2022-04-25
United States of America,US,en.wikipedia,19167679,Virus,1028,2022-04-25
United States of America,US,en.wikipedia,18821046,Chickenpox,614,2022-04-25
United States of America,US,en.wikipedia,562958,Signs and symptoms,559,2022-04-25
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,871,2022-04-25
United States of America,US,en.wikipedia,16829895,Smallpox,1411,2022-04-25
United States of America,US,en.wikipedia,37220,Infection,624,2022-04-25
United States of America,US,en.wikipedia,33583,World Health Organization,993,2022-04-25
United States of America,US,en.wikipedia,158400,Sepsis,2125,2022-04-25
United States of America,US,en.wikipedia,443800,Shingles,1502,2022-04-25
United States of America,US,en.wikipedia,34049,Wart,454,2022-04-25
United States of America,US,en.wikipedia,6682,Clade,482,2022-04-26
United States of America,US,en.wikipedia,771986,Skin condition,512,2022-04-26
United States of America,US,en.wikipedia,28848,Scabies,652,2022-04-26
